house_location,price,rooms,bedrooms,baths,levels,basement,garage,suburb,school_dist,mls,house_type,firm,firm_phone,agent,agent_phone,house_description,construction,heating,cooling,fireplace,gas,water,sewer,lot_dimensions,condo_level,hoa_fee,semiannual_taxes,bath_1_dimension,bath_1_level,bath_2_dimension,bath_2_level,bedroom_2_dimension,bedroom_2_level,bedroom_3_dimension,bedroom_3_level,dining_dimension,dining_level,family_dimension,family_level,kitchen_dimension,kitchen_level,laundry_dimension,laundry_level,living_dimension,living_level,master_dimension,master_level,directions,breakfast_dimension,breakfast_level,bath_3_dimension,bath_3_level,study_dimension,study_level,bedroom_4_dimension,bedroom_4_level,bedroom_5_dimension,bedroom_5_level,bath_4_dimension,bath_4_level,recreation_room_dimension,recreation_room_level
1089 ASHWOOD,"$179,900 ",9,3,2-Feb,2 Story,Full,"2 Cars (Attached,Side,Heated)",MAYSVILLE,MASON,241350,Single Family,"SIBCY CLINE REALTORS, INC.",(606) 564-7653,MARTHA KERN,(606) 564-7653,"PROF. LANDSCAPED. OPEN FLOOR PLAN- GOOD FLO WITH NEWER APPLIANCES IN
KIT. EX. STOVE WELL MAINTAINED- GREAT NEIGHBORHOOD AND WOODED LOT.
BLK/WHT FLOOR TILE IN KIT., FM. ROOM. NICE LIGHTING FIXTURES. NEWER
BLACKTOP DRIVEWAY.","Brick,Wood","Oil,Forced Air","Central Air,Window Unit",Wood,None,Public,Public,unk,,0,$UNK,FULL,2,FULL,2,10 X 11,2,9 X 12,,12 X 13,1,10 X 10,1,10 X 19,1,,,11 X 20,1,12 X 18,2,"AA TO 3071 TO R 3056 TO L ASHWOOD. 4TH HOUSE ON
THE LEFT.",,,PART,1,,,,,,,PART,B,,
5376 OLD SARDIS RD,"$168,000 ",5,2,Jan-00,1 Story,None,1 Car None,MAYSLICK,MASON,246372,Single Family,"SIBCY CLINE REALTORS, INC.",(606) 564-7653,DEBRA G MOORE,(606) 564-7653,"INFO. CAN BE OBTAINED FROM EITHER DEBRA MOORE OR BARB REYNOLDS WHO IS
ACTING AS CO/LISTER. CLEARED ACREAGE,GREAT FOR TOBACCO,CATTLE.
POND,BARN, SILO.HOUSE FOR RENTAL INCOME. WOVEN FENCING.SOME NEW ROAD
FRONTAGE.",Wood,"Gas,Space Heater",None,None,Propane,Public,Septic,0,,0,$NONE,FULL,1,,,,,,,,,,,15 X 14,1,11 X 7,1,15 X 15,1,13 X 15,1,"US 68 SO.TO RT.2514 TAKE R. ON OLD SARDIS PIKE
GO THRU 4-WAY STOP. BLUE HOUSE",,,,,,,,,,,,,,
2 E FOURTH,"$159,000 ",10,4,Feb-00,2 Story,Part,"(Detached,Rear)",MAYSVILLE,MASON,241216,Single Family,"SIBCY CLINE REALTORS, INC.",(606) 564-7653,DEBRA G MOORE,(606) 564-7653,"BEAUTIFUL OLDER HOME, CHERRY POCKET DOORS. HARDWOOD FLOORS, 2
KITCHENS. UPSTAIRS KITCHEN IS TOTALLY REMODELED. TONGUE & GROOVE
WALLED ATTIC ON 3RD FLOOR, BUILT ON SITE OF OLD JAIL. EXISTING ROCK
CELL IS STILL ON PROPERTY.",Brick,"Hot Water,Radiant",Window Unit,"Wood,Gas,Ceramic",Natural,Public,Public,unk,,0,$UNK,FULL,1,FULL,2,14 X 15,2,15 X 15,2,14 X 14,1,15 X 12,1,14 X 6,2,5 X 14,1,15 X 15,1,15 X 13,2,"AA TO L #68. GO TO LEFT ON OLD US 68. TO CORNER
OF 4TH AND MARKET.68 RUNS INTO 4TH",12 X 14,1,,,,,14 X 9,2,,,,,,
0 RT. 3056,"$147,000 ",7,3,1-Feb,1.5 Story,Crawl,"2 Cars (Attached,Side)",MASON,MASON,246857,Single Family,"SIBCY CLINE REALTORS, INC.",(606) 564-7653,DEBRA G MOORE,(606) 564-7653,"SPACIOUS CAPE COD WITH GREAT COUNTRY ATMOSPHERE. FORECLOSURE-- PRICE
REFLECTS FINISHED BUT STILL BEING SOLD,'AS IS' WITH NO WARRANTIES
EXPRESSED OR IMPLIED. MODULAR HOME.",Vinyl,Electric,Central Air,None,None,Public,Septic,unk,,0,$UNK,FULL,1,PART,1,16 X 16,2,16 X 16,2,,,,,13 X 23,1,,,13 X 13,1,12 X 17,1,"FROM MAYSVILLE GO AA HWY TO MOYER ROAD, TAKE R,
TAKE R AT RT 3056, ON CORNER.",13 X 10,1,FULL,2,12 X 16,1,,,,,,,,
10891 ST. ANDREWS,"$102,900 ",5,2,1-Feb,2 Story,Part,1 Car (Attached),UNION,BOONE CO,246088,Condominium,FISCHER MANAGEMENT,(606) 341-4709,R. CASEY HUBER,(606) 341-4709,"NEW FISCHER ATTACHED HOME - MODEL #606-384-3772 CARLISLE NEW REVISED
LARGER HOME, EXTRA BATH FOUNDATION ONLY OPTIONS AVAILABLE","Brick,Alum","Electric,Heat Pump",Central Air,None,None,Public,Public,N/A,4,0,$0 ,PART,1,FULL,2,11 X 10,2,,,9 X 12,1,,,8 X 10,1,,L,13 X 14,1,15 X 12,2,UNION-OFF RICHWOOD EXIT CALL 384-3772 ANYTIME,,,FULL,2,,,,,,,,,,
815 E SECOND ST.,"$99,900 ",10,4,1-Feb,2 Story,Part,None,MAYSVILLE,MASON,249363,Single Family,"SIBCY CLINE REALTORS, INC.",(606) 564-7653,BARBARA LENNEX,(606) 564-7653,"SPACIOUS 10 RMS, 4 BDRMS, 2.5 BA, NICE HARDWOOD FLOORS THROUGHOUT.
COULD HAVE PRIVATE BOAT DOCK. WRAP-AROUND STONE PORCH. IS ON A
LOCKBOX. CONTACT LISTING AGENT.","Wood,Stone","Gas,Wood,Forced Air","Central Air,Atic Fan","Wood,Gas",Natural,Public,Public,unk,,0,$UNK,PART,1,FULL,2,14 X 17,2,11 X 14,2,15 X 16,1,14 X 15,1,12 X 13,1,9 X 10,1,15 X 17,1,14 X 17,2,"68 TO LIGHT AT FOREST AVE. TAKE R. FIRST ST ON L
COMMERCE AT END R ONTO 2ND",9 X 9,1,FULL,2,14 X 27,1,11 X 12,2,,,,,,
7012 SOUTHBEAR WALL,"$82,000 ",7,4,Feb-00,1 Story,Crawl,1 Car (Detached),ORANGEBURG,MASON,246402,Single Family,"SIBCY CLINE REALTORS, INC.",(606) 564-7653,MARTHA KERN,(606) 564-7653,"WELL MAINTAINED DOUBLE WIDE ON 17 ACRES. HUNTERS HEAVEN. WOODED WITH
ROOM TO EXPLORE. APPROX. LARGE BUILDING CAN BE USEFUL AS A REPAIR OR
BODY SHOP.","Alum,Shingle","Gas,Electric",Central Air,Wood,Propane,Public,None,0,,0,$NONE,FULL,,FULL,,10 X 13,,10 X 13,,,,15 X 12,,22 X 12,,4 X 12,,12 X 17,,14 X 13,,"AA SO. TO RT. 1449 4 MI. TO LT ON POLE CAT PIKE
2 MI. TO RT SOUTHBEAR WALLOW",,,,,,,10 X 10,,,,,,,
1217 E 2ND ST,"$64,000 ",8,4,Jan-00,2 Story,Full,None,MAYSVILLE,MASON,248527,Single Family,HUFF REALTY,(606) 781-5100,CINDY GILKISON,(606) 781-5100,"SPACIOUS ROOMS ORIGIONAL WOOD WORK IN GOOD CONDITION. HOUSE DOES NEED
WORK MOSTLY CONSMETICS, STRUCTURLY SOUND AND SURE COULD BE A BEAUTIFUL
HOME WITH SOME TLC.","Wood,Vinyl",Gas,None,"Gas,Inoperable,Marble",Natural,Public,Public,90x83,,0,"$16,940 ",FULL,2,,,,2,,2,,1,,,,1,,1,,1,,2,MAYSVILLE TO 2ND,,,,,,,,2,,,,,,
2447 AMBASSADOR,"$107,000 ",7,3,1-Feb,Bi-Level,Full,2 Cars (Builtin),HAMILTON,NORTHWEST,247990,Single Family,CHARLIE WRIGHT REALTORS,(606) 341-2213,CHARLIE WRIGHT,(606) 341-2213,"HOME ATTRACTIVELY DECORATED FINISHED FR.NEW BERBER CARPETING CERAMIC
TILE BATH FLOORS.","Brick,Wood",Gas,Central Air,None,Natural,Public,Public,65x130,,0,$0 ,FULL,1,FULL,1,14 X 10,1,9 X 10,1,12 X 10,1,12 X 23,L,10 X 12,1,9 X 12,1,14 X 15,1,12 X 14,1,PIPPIN TO FULBOURNE L CHELTENHAM R ON AMBASSADOR,,,PART,L,,,,,,,,,,
315 E 3RD ST,"$329,000 ",11,5,Mar-00,3 Story,Full,3 Cars None,NEWPORT,NEWPORT,248725,Single Family,STAR ONE REALTORS,(513) 321-3232,PEGGY HUGHES,(513) 321-3232,"BEAUTIFUL GRAND VICTORIAN IN WONDERFUL NEIGHBORHOOD! ENJOY THE
FIREWORKS FROM YOUR SPECTACULAR SKYLINE VIEW! HISTORIC REGISTER!","Brick,Wood","Gas,Forced Air",Central Air,"Gas,Inoperable",Natural,Public,Public,60x139,,0,$-,FULL,1,FULL,2,15 X 16,2,13 X 15,2,18 X 14,1,16 X 15,2,15 X 14,1,,,20 X 15,1,17 X 15,2,WASHINGTON TO EAST ON 3RD,,,FULL,3,19 X 13,3,14 X 14,3,16 X 14,3,,,,
11 TOWER DR,"$329,000 ",10,3,Mar-00,3 Story,Full,"2 Cars (Attached,Detached)",NEWPORT,NEWPORT,247692,Condominium,COMEY & SHEPHERD INC,(513) 561-5800,BETTINA RAMUNDO,(513) 561-5800,"STUNNING PANORAMIC VIEWS OF THE CITY SURROUND THIS DELUXE 2,830 SF
CONDO. GORGEOUS STONE FP, VAULTED MASTER W/AN EXTRAORDINARY BATH & A
VIEW FROM YOUR PILLOW! A RARE OPPORTUNITY WITHIN MIN TO TOWN",Other,"Gas,Forced Air",Central Air,"Gas,Stone",Natural,Public,Public,IRR,,391,"$1,857.50 ",FULL,1,FULL,1,13 X 13,1,13 X 10,,18 X 15,1,18 X 15,2,4 X 7,1,,1,18 X 17,1,18 X 13,1,"I-471,EXIT#2,N HWY 27,L BLUEGRASS,L KENTUCKY,R
GRANDVIEW,R WIDRIG,TO CONDO",9 X 7,1,FULL,2,17 X 14,L,,,,,,,13 X 13,L
17 TOWER DRIVE,"$299,900 ",6,2,Feb-00,3 Story,Part,2 Cars (Attached),NEWPORT,NEWPORT,248503,Condominium,COLDWELL BANKER WEST SHELL,(606) 781-5000,MARY ANN SARAKATSANNIS,(606) 781-5000,"UNSURPASSED VIEW OF THE CITY FROM THIS OUTSTANDING CONDO. ELEGANT
DECOR WET BAR, FIREPLACE/GAS LOGS. GOURMET KIT-ALL APPLIANCES
INCLUDED. THE AMBIANCE AND TRANQUILITY THIS HOME AFFORDS BECOMES A
LIFESTYLE.",Stucco,"Gas,Forced Air",Central Air,"Wood,Gas",Natural,Public,Public,OF RECORD,,354,$0 ,FULL,2,FULL,2,13 X 9,2,,,17 X 15,2,,,14 X 10,2,,,20 X 15,2,16 X 12,2,"US27 TO BLUEGRASS L ON KY DRIVE, R ON
GRANDVIEW, R ON WIDRIG, L ON TOWER DRIVE",,,,,15 X 13,2,,,,,,,,
700 SARATOGA,"$250,000 ",6,4,Jan-00,3 Story,Part,None,NEWPORT,NEWPORT,244193,Single Family,A 4% REALTY,(606) 572-0885,MAX BRAUNE,(606) 572-0885,"HOME WITH SUPER POTENTIAL,WORK NEEDED TO BE DONE. NEWER
FURNACE,UNFINISHED 3RD FLOOR,CUTE BACKYARD,PRIVACY FENCE,PROPERTY HAS
TWO HOUSE NUMBERS 700 AND 702 SARATOGA",Brick,"Gas,Forced Air",None,None,Natural,Public,Public,9999x9999,,0,"$99,999 ",FULL,1,,,8 X 17,2,14 X 17,2,16 X 18,1,40 X 16,1,,,,,,,13 X 15,2,"I471 TO ROUTE 8 TO WASHINGTON TO 7TH TO S
SARATOGA",,,,,,,15 X 30,2,,,,,,
513 E 6TH,"$249,900 ",11,4,Jun-00,3 Story,Full,"2 Cars (Detached,Oversized)",MANSION HILL,NEWPORT,232908,Single Family,RE/MAX AFFILIATES INC,(606) 341-0500,R J SEIFERT,(606) 341-0500,"CURRENTLY USED AS MULTI-FAMILY. LOTS OF ORIGINAL WDWK & MANTELS.2 CAR
GARAGE",Brick,"Gas,Forced Air","Central Air,Window Unit",Dummy,Natural,Public,Public,50X100,,0,$0 ,FULL,1,FULL,2,10 X 12,2,10,X,12 X 12,1,,,10 X 10,1,5 X 8,1,12 X 10,1,12 X 12,2,471 RT8 WEST TO WASHINGTON TO LEFT ON 6TH,8 X 8,1,FULL,3,8 X 8,1,10 X 10,2,8 X 8,3,FULL,1,,
535 E FOURTH ST,"$199,900 ",6,2,Feb-00,2 Story,Full,"2 Cars (Detached,Rear)",MANSION HILL,NEWPORT,249429,Single Family,TERRY E RASCHE REAL ESTATE,(606) 441-6511,TERRY E RASCHE,(606) 441-6511,"THIS 1996 SHOW HOUSE HAS BEEN RESTORED TO MOVE IN CONDITION WITH ALL
THE THINGS YOU EXPECT IN THE MANSION HILL NEIGHBORHOOD,WITH
POCKETDOORS 4 FIRE PLACES NATURAL W.W. NEWER MECHANICS STAINED
GL.ULTRA MASTER BEDRM,PLUS MORE",Brick,"Gas,Forced Air",Central Air,"Gas,Ceramic",Natural,Public,Public,30x107,,0,"$99,999 ",FULL,1,FULL,2,14 X 15,2,,,14 X 16,1,,,10 X 16,1,5 X 5,2,14 X 15,1,14 X 16,2,"NEWPORT PARK AVE TO LEXINGTON AVE TO END RIGHT
TO FOURTH ST RIGHT ONE WAY TO 535",,,,,7 X 10,2,,,,,,,,
10224 CROSSBOW CT,"$76,900 ",5,2,Feb-00,1 Story,None,None,FLORENCE,BOONE CO,250301,Condominium,ANTHONY ERPENBECK REAL ESTATE,(606) 635-7388,STEPHEN B JELEN,(606) 635-7388,"NEW GARDEN STYLE CONDOMINIUMS BY THE ERPENBECK CO. CALL AGENT AT MODEL
FOR MORE INFO AND MODEL HOURS 282-9663.","Brick,Stone",Electric,Central Air,None,None,Public,Public,n/a,3,80,$0 ,FULL,1,FULL,1,12 X 11,1,,,10 X 8,1,,,10 X 8,1,6 X 5,1,,,14 X 11,1,"I-75 S TO MT ZION RD, EXIT TURN L 1 BLK TO R ON
SHERWOOD LAKES DR",,,,,,,,,,,,,,
560 LEXINGTON,"$197,500 ",8,4,Mar-00,3 Story,Full,2 Cars (Detached),MANSION,NEWPORT,249304,Single Family,STAR ONE REALTORS,(513) 321-3232,PEGGY HUGHES,(513) 321-3232,"NOTHING TO DO BUT MOVE-IN! UPDATED FROM TOP TO BOTTOM. NATURAL
WOODWORK, GOURMET EAT-IN EQUIPPED KITCHEN. LANDSCAPED YARD. 2 CAR
GARAGE.",Brick,"Gas,Forced Air",Central Air,Inoperable,Natural,Public,Public,30X100,,0,$-,FULL,1,FULL,2,15 X 15,2,15 X 12,3,15 X 16,1,,,15 X 15,1,,,15 X 15,1,15 X 16,2,WASHINGTON TO 3RD TO PARK TO LEXINGTON,,,FULL,3,11 X 7,2,14 X 13,3,,,,,,
75 BIEHL,"$164,900 ",8,3,Feb-00,2 Story,Full,"1 Car (Attached,Front,Carport)",NEWPORT,NEWPORT,247446,Single Family,COLDWELL BANKER WEST SHELL,(606) 341-9000,MARILYN BREIER,(606) 341-9000,"SPECTACULAR CITY VIEW FROM THIS CHARMING HOME! FAUX PAINTING, PLUSH
CARPET, TWO STAIRCASES, SPACIOUS DECK W/HOT TUB & LEVEL YARD W/PRIVACY
FENCING, FINISHED LOWER LEVEL, GARAGE PLUS CARPORT, YOU'LL LOVE THE
VIEW!",Brick,"Gas,Forced Air",Central Air,Wood,Natural,Public,Public,IRREGULAR,,0,$0 ,FULL,2,FULL,1,17 X 12,2,17 X 10,2,12 X 11,1,,,13 X 11,1,14 X 11,L,22 X 14,1,17 X 16,2,"MONMOUTH TO 19TH R - HOME, L - BIEHL",12 X 8,1,,,23 X 7,1,,,,,,,21 X 13,L
519 MAPLE AVE,"$154,900 ",8,4,1-Jan,3 Story,Full,"2 Cars (Detached,Rear)",NEWPORT,NEWPORT,246303,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,GERRI JONES,(606) 781-4400,"INTERIOR PHOTOS WWW.SIBCYCLINE.COM*LEADED & STAINED GLASS*BUTLERS
PANTRY* HARDWOOD FLOORS*NEW KITCHEN*CHARM ABOUNDS CROWN MOLDING IN
BRIGHT SPACIOUS DINING ROOM","Brick,Wood","Gas,Forced Air",Central Air,Inoperable,Natural,Public,Public,25x119,,0,$0 ,FULL,,PART,,16 X 12,2,13 X 12,2,15 X 13,1,,,13 X 10,1,,,25 X 15,1,16 X 13,2,471S TO EXIT S L ON COWAN L ON 6TH L ON MAPLE,,,,,12 X 12,2,13 X 12,3,,,,,,
814 WASHINGTON,"$144,900 ",7,3,Mar-00,3 Story,Part,None,EAST ROW HIST,NEWPORT,247885,Single Family,RE/MAX AFFILIATES INC,(606) 341-0500,R J SEIFERT,(606) 341-0500,"CURRENTLY USED AS MULTI FAM. CONVERTS TO MAGNIFICENT SIMPLE FAMILY.
LOTS OF HISTORIC GOODIES. NEEDS COSMETIC FINISHES. NEW MECH, UPDATED
MECH, 12 FT CEILINGS.",Brick,"Gas,Hot Water,Forced Air",Window Unit,Dummy,Natural,Public,Public,50 X 100,,0,$#,FULL,1,FULL,2,17,X,17 X 17,3,17 X 17,1,17 X 17,2,17 X 17,1,,,17 X 17,1,17 X 17,2,471 NORTH TO MEMORIAL PARKWAY,17 X 17,1,FULL,3,17 X 17,2,17 X 17,3,,1,,,17 X 17,3
410 E 8TH STREET,"$135,000 ",7,4,Feb-00,3 Story,Full,None,NEWPORT,NEWPORT,246210,Single Family,BARBARA WEBER REALTY,(606) 635-4333,BARBARA WEBER,(606) 635-4333,"LOVELY HOME IN HISTORIC DISTRICT- 95% REHABBED. COULD BE 2 FAMILY. FP
IN ALMOST EVERY ROOM. NEW KITCHEN, WINDOWS, WIRING & ROOF. HERE IS THE
CHARM OF AN OLDER HOME REHABBED TO MODERN LIVING.BEAUTIFUL STAINED
GLASS,NAT'L WW",Brick,"Gas,Forced Air",Central Air,"Gas,Inoperable",Natural,Public,Public,25x76,,0,$0 ,FULL,1,FULL,2,14 X 15,2,11 X 12,2,13 X 14,1,,,11 X 13,1,,,12 X 13,1,13 X 15,2,"MONMOUTH STREET, EAST ON 8TH STREET.",,,,,,,20 X 22,3,,,,,,
808 E 6TH ST.,"$129,900 ",7,3,1-Feb,3 Story,Full,None,EAST ROW HIST,NEWPORT,240828,Single Family,RE/MAX AFFILIATES INC,(606) 341-0500,R J SEIFERT,(606) 341-0500,"2 HEATING & AIR SYSTEMS,ALL NEW VINYL WINDOWS,12X16 DECK,BEAUTIFUL
HOME. GOURMET KITCHEN,LOTS OF UPGRADES,PATIO,MASTER SUITE W/PRIVATE
BATH.FINISHED 3RD FLOOR. PROFESSIONALLY DECORATED",Brick,"Gas,Forced Air",Central Air,Gas,Natural,Public,Public,30x100,,0,$0 ,FULL,2,FULL,2,18 X 12,2,10 X 12,3,13 X 13,1,,,10 X 14,1,,,22 X 12,1,22 X 12,2,"471N TO MEMORIAL PKWY WEST TO MONROE NORTH TO
6TH ST. EAST",,,PART,1,10 X 12,3,,,,,PART,B,,
621 OVERTON,"$124,900 ",6,3,Feb-00,2 Story,Part,None,EAST ROW,NEWPORT,249343,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,STEVE ARNZEN,(606) 781-4400,"CHARMING 2 STORY BRICK IN HISTORIC EAST ROW DISTRICT HAS GRAND
STAIRCASE 4 ORNAMENTAL FIREPLACES, 12 FT CEILING, PATIO-DECK, POND,
GAZEBO, PRIVACY FENCE, POSSIBLE OFF STREET PARKING, GREAT YARD FOR
ENTERTAINING.",Brick,"Gas,Forced Air",Window Unit,"Wood,Ceramic",Natural,Public,Public,37x125,,0,$0 ,FULL,1,FULL,2,14 X 15,2,16 X 8,2,15 X 14,1,,,13 X 14,1,,,18 X 14,1,14 X 14,2,"471 TO MEMORIAL PKWY EXIT GO WEST R ON MONROE L
ON 7TH R ON OVERTON",,,,,8 X 6,2,,,,,,,,
132 ASPEN CT,"$120,300 ",6,3,Feb-00,Bi-Level,Full,2 Cars (Builtin),NEWPORT,NEWPORT,246776,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,BARB CLARK,(606) 781-4400,"INTERIOR PHOTOS WWW.SIBCYCLINE.COM** NEW CONSTRUCTION-CHOOSE CARPET
COLOR* ASPEN RIDGE SUBDIVISION*2 - 10 WARRANTY*","Brick,Vinyl","Gas,Forced Air",Central Air,None,Natural,Public,Public,84x130irr,,0,$0 ,FULL,1,FULL,1,10 X 10,1,8 X 10,1,9 X 10,1,,,8 X 10,1,,,12 X 14,1,12 X 10,1,"US 27 N,L TEMPLE, R ELECTRIC,L WALNUT,L
GRANDVIEW, L ON ASPEN COURT",,,,,,,,,,,,,,
618 MONROE,"$109,900 ",7,3,Jan-00,2 Story,Full,"2 Cars (Detached,Rear)",EAST ROW HIST,NEWPORT,243144,Single Family,RE/MAX AFFILIATES INC,(606) 341-0500,R J SEIFERT,(606) 341-0500,"HARDWOOD FLOORS-CROWN MOLDING-VERY WELL MAINTAINED HOME-MOVE IN
CONDITION NEWER ROOF-IMMEDIATE OCCUPANCY-NEWER REPLACEMENT WINDOWS",Brick,"Gas,Hot Water",Window Unit,Gas,Natural,Public,Public,30 x 100,,0,$0 ,FULL,2,,,9 X 16,2,12 X 11,2,15 X 14,1,,,11 X 19,1,,,13 X 19,1,19 X 11,2,471 NORTH TO MEMORIAL PARKWAY WEST TO MONROE,,,,,7 X 17,1,,,,,,,,
931 WASHINGTON,"$109,000 ",5,2,1-Jan,2 Story,Full,1 Car (Detached),NEWPORT,NEWPORT,248592,Single Family,COLDWELL BANKER WEST SHELL,(606) 781-5000,PAT ADAMS,(606) 781-5000,"BEAUTIFUL ROOKWOOD FIREPLACE, GREAT ENCLOSED FRONT PORCH, NEWER
KITCHEN, PLUSH CARPET. HARDWOOD FLOORS UNDER CARPET. DETACHED GARAGE.
5 CEILING FANS HUMIDIFIER. MOSTLY NATURAL WOODWORK. SAMLL PANED POCKET
DRS. GAR. DR.OPENER","Brick,Vinyl","Gas,Forced Air",Central Air,"Gas,Inoperable",Natural,Public,Public,25X100,,0,$0 ,FULL,2,PART,1,10 X 10,2,,,15 X 14,1,,,16 X 10,1,,,15 X 15,1,15 X 16,2,"471 N. TO R. ON RT#8 (FAIRFIELD) TO L. ON
WASHINGTON TO 916",,,,,,,,,,,,,,
150 HAMILTON RD,"$69,900 ",5,3,Jan-00,2 Story,Part,None,BROOKSVILLE,BRACKEN,249067,Single Family,HUFF REALTY,(606) 781-5100,LINDA LYONS,(606) 781-5100,"REMODELED FARM HOUSE EVERYTHING IS NEW AND EVERYTHING IS WARRANTY.
VERY NICE A BIG KITCHEN, FIREPLACE & 3 BEDROOMS. GREAT FIRST TIME
HOME! CALL LINDA 606-472-6267.",Alum,"Gas,Wood,Forced Air",None,Wood,Propane,Cistern,Septic,IRREGULAR,,0,"$9,999 ",FULL,1,,,18 X 11,2,15 X 17,2,,,,,24 X 12,1,8 X 9,1,19 X 18,1,15 X 11,1,"AA HWY TO R ON 1159, TO BROOKSVILLE, L ON 10 2.5
MI TO HAMILTON BY GRAVE YARD.",,,,,,,,,,,,,,
11253 LONGDON WAY,"$479,900 ",9,4,1-Mar,2 Story,Full,3 Cars (Attached),TRIPLE CROWN,BOONE CO,247244,Single Family,HUFF REALTY,(606) 525-7900,THOMAS M REESE,(606) 525-7900,"SUPERB CUSTOM HOME BUILT BY COLINIAL CUSTON HOMES * FANTASTICL FLOOR
PLAN * MANY UPGRADES * BRAZILIAN CHERRY FLOORS W/MARBLE IN LAY * 2
STORY * GREAT ROOM * MASTER ON 1ST * 42' WOOD DOVETAIL CABINETS * CO
LISTOR: JAMIE LUSK",Brick,"Gas,Forced Air",Central Air,Wood,Natural,Public,Public,irregular,,0,$NA,FULL,1,PART,1,13 X 11,2,12 X 11,2,12 X 11,1,23 X 18,1,14 X 12,,,,,,17 X 13,1,"I-75 SO TO RICHWOOD EXIT R INTO TRIPLE CROWN
BLVD TO LEFT ON COUNT FLEET",12 X 11,1,FULL,2,13 X 12,1,11 X 11,2,,,FULL,2,,
131 CHESAPEAKE,"$105,000 ",8,4,1-Jan,2 Story,Full,1 Car (Attached),NEWPORT,NEWPORT,249556,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,SHEILA RODERICK,(606) 781-4400,"INTERIOR PHOTOS WWW.SIBCYCLINE.COM**GREAT LOCATION*GREAT BUY*NEW
WINDOWS* ABOVE GROUND POOL*HMS WARRANTY*",Brick,Gas,Window Unit,Wood,Natural,Public,Public,-,,0,$0 ,FULL,2,PART,1,16 X 10,2,14 X 10,2,11 X 10,1,27 X 21,L,12 X 10,1,,,18 X 11,1,12 X 10,1,"471 S, R ON GRAND, R ON CHESAPEAKE",,,,,,,14 X 11,2,,,,,,
1024 CENTRAL AVE,"$102,900 ",11,6,1-Apr,3 Story,Full,None,NEWPORT,NEWPORT,249825,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,GERRI JONES,(606) 781-4400,"GRAND ITALIANATE CURRENTLY USED AS 2 FAMILY*1 BEDROOM ON 2ND FLOOR IS
A KIT EASY CONVERSION TO SINGLE FAMILY. 12 FT CEILINGS.ANTIQUE MANTELS
& CURVED STAIRCASE. NATURAL WOODWORK.",Brick,"Gas,Electric",None,Inoperable,Natural,Public,Public,32x126,,0,$0 ,FULL,1,FULL,2,15 X 14,2,15 X 15,2,15 X 14,1,15 X 15,1,15 X 11,1,7 X 6,2,15 X 12,1,15 X 13,2,471 TO EXIT 5 R ON 10TH ST L ON CENTRAL,,,FULL,3,15 X 15,1,15 X 13,2,15 X 17,3,,,,
502 OVERTON,"$99,900 ",8,4,Feb-00,2 Story,Full,1 Car (Detached),NEWPORT,NEWPORT,245280,Single Family,HUFF REALTY,(606) 781-5100,GRACI VISE,(606) 781-5100,"LARGE HOME IN NEWPORT'S MANSION HILL AREA. SITS ON DOUBLE CORNER LOT.
READY FOR RENOVATING. ORIGINAL SPIRAL STAIRCASE IN 15 X 8 FOYER.
ORIGINAL WOOD- WORK. 1ST FLOOR UNPAINTED, 2ND FLOOR PAINTED WOODWORK.",Brick,"Gas,Forced Air",Window Unit,None,Natural,Public,Public,43 X 83,,0,"$9,999 ",FULL,1,FULL,2,13 X 8,2,16 X 12,2,16 X 15,1,,,15 X 12,1,6 X 6,1,19 X 15,1,16 X 15,2,"W ON 6TH ST R ON OVERTON TO CORNER OF 5TH AND
OVERTON",,,,,8 X 7,2,10 X 10,2,,,,,,
717 WASHINGTON,"$99,800 ",8,4,Feb-00,3 Story,Full,"(Rear,Oversized)",EAST SIDE,NEWPORT,236548,Single Family,RE/MAX AFFILIATES INC,(606) 341-0500,R J SEIFERT,(606) 341-0500,"1ST FLR NEWLY REMODELED,HRDWD FLRS,POCKET DOORS,STAIN GLASS,ORIGINAL
WOOD- WORK,CURRENTLY USED AS 2 FAMILY CONVERTS TO SINGLE VERY
EASILY,NEW EXTERIOR PAINT,1 SPACE IN BACK",Cedar,Steam,,Ceramic,Natural,Public,Public,30 X 100,,0,$0 ,FULL,1,FULL,2,14 X 14,2,10 X 12,2,15 X 15,1,,,10 X 12,1,,,14 X 14,1,14 X 15,2,471 NORTH TO MEMORIAL PARKWAY WEST TO WASHINGTON,,,,,,,10 X 10,3,10 X 10,3,,,,
