code,title,schedule_line,section_code,credits,days,start_time,end_time,building,room,instructor,restrictions
CFR 529,TOPICS IN CSS,1971,A,1,T,830,920,AND,022,"BOLTON,S","OFFERED JOINTLY WITH FISH 529 A 
 CREDIT/NO CREDIT ONLY"
CFR 590,GRADUATE STUDIES,,,,,,,,,,
CFR 600,INDEPNDNT STDY/RSCH,1974,A,1-10,,,,,,,FACULTY CODE AND 116
CFR 700,MASTERS THESIS,1975,A,1-10,,,,,,,FACULTY CODE AND 116
CFR 800,DOCTORAL DISSERTATN,1976,A,1-10,,,,,,,FACULTY CODE AND 116
ESC 110,ENVIRONMENTAL SCI,8220,A,5,MWF,1230,120,FSH,102,"HARRISON,R",
ESC 200,TREES & ENVIRONMENT,3410,AA,5,,,,,,,
ESC 210,SOILS,3411,A,4,MWF,930,1020,FSH,107,"BROWN,S","ONE FIELD TRIP FEE $ 5.00 
 ONE TIME LAB *"
ART 522,SCULPTURE,1417,A,3-15,T,230,520,CMA,114,"LYNN,B",MATERIALS FEE REQUIRED $105
ESC 300,INTERNSHIP,3412,A,3-5,,,,,,,
ESC 320,NAT RESOURCE ISSUES,3413,A,5,MWF,1230,220,WFS,201,"NELSON,C","REQUIRED WEEKEND FIELD TRIPS: 
 FEE REQUIRED $ 60"
ESC 326,WILD HAB SILV,3414,A,3,MWF,830,920,AND,010,"AGEE,J",
ESC 351,WILD RES TECHNIQUES,3415,AA,5,,,,,,,"FOUR WEEKEND FIELD TRIPS 
 FEE REQUIRED $100"
ESC 413,SOIL GENESIS CLASS,3416,AA,5,,,,,,,OFFERED JOINTLY WITH ESC 513 AA
ESC 417,RECYCLING,3417,AA,5,,,,,,,"MEETS WRITING COURSE REQUIREMENT 
 REQUIRED FIELD TRIP WITH 
 $ 15 FEE REQUIRED"
ESC 455,WLF SEMINAR,3419,A,1,M,330,450,WFS,201,"MANUWAL,D","OFFERED JOINTLY WITH ESC 554 A 
 CREDIT/NO CREDIT ONLY"
ESC 459,WILDLF CONS IN NW,3420,ZN,3,,,,,,,"OFFERED JOINTLY WITH ESC 555 ZN 
 DROP CODE REQUIRED 
 EC/DC AND 116; STUDENTS WILL SHARE 
 COSTS OF THIS EXTENDED FIELD TRIP. 
 $ 200 FEE REQUIRED. 
 FIELD TRIP WILL BE MARCH 18-24/2000 
 STUDENTS REQUIRED TO MEET WITH 
 FACULTY DURING WINTER QUARTER 
 2000 FOR PLANNING"
ESC 490,UNDERGRAD STUDIES,,,,,,,,,,
ESC 491,UNDERGRAD STUDIES,3423,A,1-5,,,,,,,"FACULTY CODE AND 116 
 $36 COURSE FEE REQUIRED"
ART 540,FIBER ARTS,1418,A,3-15,,,,,,,"OFFERED JOINTLY WITH ART 428 A 
 MATERIALS FEE REQUIRED $60"
ESC 492,UNDERGRAD STUDIES,,,,,,,,,,
ESC 494,WILDLIFE PROPOSAL,3426,A,3,,,,,,,"MEETS WRITING COURSE REQUIREMENT 
 FACULTY CODE AND 116"
ESC 495,SENIOR PROJECT,3427,A,5,,,,,,,"MEETS WRITING COURSE REQUIREMENT 
 FACULTY CODE AND 116 
 FOR CONSERVATION STUDENTS ONLY"
ESC 496,WLDLF SENIOR THESIS,3428,A,5,,,,,,,"MEETS WRITING COURSE REQUIREMENT 
 NO FRESHMEN,SOPHMRS,JUNIORS 
 FACULTY CODE AND 116"
ESC 499,UNDERGRAD RESRCH,3429,A,1-5,,,,,,,"%R 
 CREDIT/NO CREDIT ONLY 
 FACULTY CODE AVAILABLE IN 
 116 ANDERSON"
ESC 502,FOR CONSERV BIOL,3430,A,5,MW,930,1120,WFS,105,"PETERSON,D","THREE ALL DAY FIELD TRIPS IN QTR: 
 FIELD TRIP FEE REQUIRED $25"
ESC 510,GD STDYS FOR SOILS,,,,,,,,,,
ESC 513,ADV SOIL GENESIS CL,3432,AA,5,,,,,,,OFFERED JOINTLY WITH ESC 413 AA
ESC 515,"ADV SOIL,PLT ANLYS",3433,A,3,T,130,420,BLD,211,"HARRISON,R",
ESC 517,BIOTRANS HAZ COMPDS,3434,A,1,F,1230,120,WFS,105,"STRAND,S",CREDIT/NO CREDIT ONLY
ART 550,PRINTMAKING,1419,A,3-15,W,600,850P,ART,212,"LABITZKE,C",MATERIALS FEE REQUIRED $25
ESC 518,MICRO DEGR TOXICS,3435,A,3,MWF,1030,1120,HST,T530,"STRAND,S",OFFERED JOINTLY WITH MICROM 518 A
ESC 520,GRAD STDY ECO SCI,,,,,,,,,,
ESC 521,CURR PROB ECO SCI,,,,,,,,,,
ESC 538,GD STDYS FOR PATH,3439,A,1-5,,,,,,,FACULTY CODE AND 116
ESC 547,STREAM/RIVER ECOLGY,3440,AA,5,,,,,,,OFFERED JOINTLY WITH FISH 547 AA
ESC 554,WILDLIFE SEMINAR,3441,A,1-2,M,330,450,WFS,201,"MANUWAL,D",OFFERED JOINTLY WITH ESC 455 A
ESC 555,GD STDY WILDLFE SCI,,,,,,,,,,
ESC 557,TOPICS WILDLIFE SCI,3443,A,2,F,930,1120,WFS,105,"RAEDEKE,K","WEEKEND FIELD TRIP & FIELD TRIP 
 FEES REQUIRED."
ESC 591,TEACHING PRACTICUM,3444,A,1-5,,,,,,,CREDIT/NO CREDIT ONLY
ESC 601,INTERNSHIP,3445,A,3-9,,,,,,,CREDIT/NO CREDIT ONLY
ART 553,CERAMIC ART,1420,A,3-15,,,,,,,MATERIALS FEE REQUIRED $50
EHUF 331,LSCAPE PLANT RECOG,2999,A,3,TTh,230,520,EE1,037,"REICHARD,S",OFFERED JOINTLY WITH BOTANY 331 A
EHUF 411,PLANT PROPAGATION,3000,AA,3,,,,,,,"T 830-920 * * WOTT,J
 Th 830-1020 * * 
 CLASS MEETS IN DOUGLAS RESEARCH 
 CONSERVATORY; FIELD TRIP FEE 
 $ 30 REQUIRED."
EHUF 445,LANDS PLANT MGT,3001,AA,5,,,,,,,"MEETS WRITING COURSE REQUIREMENT 
 CLASS WILL MEET IN THE DOUGLAS 
 CLASSROOM AT THE CENTER FOR 
 URBAN HORT."
EHUF 451,URBAN PLANT PROTEC,3002,AA,5,,,,,,,
EHUF 470,URBAN FOR LANDSCAPE,3003,A,5,M,130,520,WFS,105,"WAGAR,J",
EHUF 490,UGRAD STUDY URB FOR,3004,A,1-5,,,,,,,FACULTY CODE AND 116
EHUF 491,UGRAD STUDY URB FOR,3005,A,1-5,,,,,,,FACULTY CODE AND 116
EHUF 492,UGRAD STUDY URB FOR,,,,,,,,,,
EHUF 495,UHF SENIOR PROJECT,3008,A,5,,,,,,,"MEETS WRITING COURSE REQUIREMENT 
 FACULTY CODE AND 116"
EHUF 499,UNDERGRAD RESRCH,3009,A,1-5,,,,,,,"%R 
 CREDIT/NO CREDIT ONLY 
 FACULTY CODE AND 116"
ART 558,METAL DESIGN,1421,A,3-15,,,,,,,MATERIALS FEE REQUIRED $50
EHUF 502,DATA ANALYSIS,,,,,,,,,,
EHUF 503,ISSUES IN URB HORT,3012,A,1,,,,,,,"F 400-450 * * CHALKER-SCOT
 EWING,K
 MEETS AT THE CENTER FOR URBAN HORT"
EHUF 572,URBAN ECOSYS MGT SM,8520,A,3,W,100,400,NOC,*,"EWING,K","CLASS WILL BE HELD AT THE CENTER 
 FOR URBAN HORTICULTURE. 
 SCIENTIFIC METHOD"
EHUF 601,INTERNSHIP,3013,A,3-9,,,,,,,CREDIT/NO CREDIT ONLY
F E 345,FOREST SURVEY/TRANS,3453,A,5,,,,,,,RESIDENCE REQUIRED AT PACK FOREST
F E 404,F E FIELD SEMINAR,3454,A,1,,,,,,,"Sat. 830-1120 * * BOLTON,S
 CREDIT/NO CREDIT ONLY 
 SATURDAY FIELD TRIPS REQUIRED"
F E 430,AER PHOTO/REMT SENS,3455,AA,3,,,,,,,
F E 450,ADV FOR ENGR DESIGN,3456,A,15,,,,,,,"HELD AT PACK FOREST & OTHER 
 FIELD LOCATIONS"
F E 490,UNDERGRAD STUDIES,3457,A,1-5,,,,,,,FACULTY CODE AND 116
F E 491,UNDERGRAD STUDIES,3458,A,1-5,,,,,,,FACULTY CODE AND 116
ART 563,PAINTING,1422,A,3-15,,,,,,,$10 MATERIALS FEE REQUIRED
F E 492,UNDERGRAD STUDIES,,,,,,,,,,
F E 499,UNDERGRAD RESRCH,3461,A,1-5,,,,,,,"%R 
 CREDIT/NO CREDIT ONLY 
 FACULTY CODE AVAILABLE IN 
 116 ANDERSON"
F E 524,WATERSHED DESIGN,3462,A,4,,,,,,,
F E 529,CURRENT F E TOPICS,3463,A,1,W,230,320,BLD,392,"BOLTON,S",CREDIT/NO CREDIT ONLY
F E 540,GD STDYS FOR ENGR,3464,A,1-5,,,,,,,FACULTY CODE AND 116
F E 542,ADV LOG ENGR,3465,A,3,,,,,,,
F E 591,TEACHING PRACTICUM,3466,A,1-5,,,,,,,CREDIT/NO CREDIT ONLY
F M 300,PROFESS FOR INTERN,3467,A,3-5,,,,,,,
F M 323,SILVICULTURE,3468,A,5,,,,,,,RESIDENCE REQUIRED AT PACK FOREST
F M 362,FIELD MEASUREMENTS,3469,A,5,,,,,,,RESIDENCE REQUIRED AT PACK FOREST
ART 580,GRAPHIC DESIGN,1423,A,3-15,,,,,,,$30 MATERIALS FEE REQUIRED
F M 423,INT MKTG FOR PRODS,3470,A,3,TTh,130,250,WFS,201,"EASTIN,I",
F M 490,UNDERGRAD STUDIES,,,,,,,,,,
F M 491,UNDERGRAD STUDIES,,,,,,,,,,
F M 492,UNDERGRAD STUDIES,,,,,,,,,,
F M 495,SENIOR PROJECT,3477,A,5,,,,,,,"MEETS WRITING COURSE REQUIREMENT 
 FACULTY CODE AND 116"
F M 496,FOR MGT CASE STDY,3478,AA,5,T,930,1120,AND,008,"BARE,B","Th 800-450 * * BARE,B
 BRADLEY,G
 MEETS WRITING COURSE REQUIREMENT 
 SENIORS ONLY 
 F MGMT MAJORS ONLY"
F M 499,UNDERGRAD RESRCH,3479,A,1-5,,,,,,,"%R 
 CREDIT/NO CREDIT ONLY 
 FACULTY CODE AVAILABLE IN 
 116 ANDERSON"
F M 522,CURRENT TOPICS SILV,3480,A,2,,,,,,,
F M 530,GD STDYS FIRE CNTRL,3481,A,1-5,,,,,,,FACULTY CODE AND 116
F M 537,GD STDYS FOR ENT,3482,A,1-5,,,,,,,FACULTY CODE AND 116
ART 595,MFA RESRCH PROJECT,,,,,,,,,,
F M 541,READINGS IN SILVIC,3483,A,1-5,,,,,,,
F M 552,SEM FOR PROD MARKET,3484,A,3,,,,,,,
F M 553,GD ST FOR PROD MKTG,3485,A,1-5,,,,,,,FACULTY CODE AVAILABE IN AND 116
F M 563,GD STDYS MENSURATN,3486,A,1-5,,,,,,,FACULTY CODE AND 116
F M 565,GD STDYS FOR MNGMT,3487,A,1-5,,,,,,,FACULTY CODE AND 116
F M 566,GD STDYS FOR PHOTOG,3488,A,1-5,,,,,,,"CREDIT/NO CREDIT ONLY 
 FACULTY CODE AND 116"
F M 568,FOREST ECONOMICS,3489,A,1-5,,,,,,,FACULTY CODES AND 116
F M 570,GRD STDS POL ANLYS,3490,A,1-5,,,,,,,FACULTY CODE AND 116
F M 571,POLICY ANLYS DESIGN,3491,A,5,TTh,1230,220,WFS,105,"RYAN,C",
F M 572,GRD STDS RESRC PLNG,3492,A,1-5,,,,,,,FACULTY CODE AND 116
ARCH 498,SPECIAL PROJECTS,,,,,,,,,,
ART 600,INDEPNDNT STDY/RSCH,1425,A,1-10,,,,,,,
F M 577,GLB FOR RES/ENV MKT,3493,A,3,MW,800,920,BLD,286,PEREZ-GARCIA,
F M 579,GRD STDS FORST SOCL,,,,,,,,,,
F M 587,CUR TOPICS MKTG RES,3495,A,2,,,,,,,
F M 591,TEACHING PRACTICUM,3496,A,1-5,,,,,,,CREDIT/NO CREDIT ONLY
F M 601,INTERNSHIP,3497,A,3-9,,,,,,,CREDIT/NO CREDIT ONLY
PSE 309,CREAT INNOVATION,6373,A,2,TTh,930,1020,KNE,210,"ALLAN,G",OFFERED JOINTLY WITH ENGR 498 HA
PSE 409,WOOD EXTRACVS CHEM,6374,A,2,TTh,830,920,WFS,105,"NORTHEY,R",
PSE 478,PULP & PAPER LAB,,,,,,,,,,
PSE 485,UNDERGRAD RESEARCH,6377,A,1,W,1130,1220,BLD,392,"NORTHEY,R",MEETS WRITING COURSE REQUIREMENT
PSE 487,PSE DESIGN II,6378,AA,5,,,,,,,
ART 700,MASTERS THESIS,1426,A,1-10,,,,,,,
PSE 490,UNDERGRAD STUDIES,6379,A,1-5,,,,,,,FACULTY CODE AND 116
PSE 491,UNDERGRAD STUDIES,6380,A,1-5,,,,,,,FACULTY CODE AND 116
PSE 492,UNDERGRAD STUDIES,,,,,,,,,,
PSE 570,GD STDYS FOR PROD,6383,A,1-5,,,,,,,FACULTY CODE AND 116
PSE 576,MICROSCOPY PHOTOMIC,6384,AA,3,,,,,,,
PSE 577,PAPER SCI ENGR SMNR,6385,A,1,Th,330,450,AND,010,"JOHNSON,J",CREDIT/NO CREDIT ONLY
PSE 580,FIELD ST WOOD UTILZ,6386,ZN,2,,,,,,,
PSE 591,TEACHING PRACTICUM,6387,A,1-5,,,,,,,CREDIT/NO CREDIT ONLY
BMSD 520,RESEARCH SEMINAR,1798,A,.5,,,,,,,CREDIT/NO CREDIT ONLY
BMSD 542,LIT REVIEW BMSD,1799,A,2,,,,,,,
ART H 203,SURV WEST ART-MOD,,,,,,,,,,
BMSD 599,INTRO RESEARCH BMSD,1800,A,3-6,,,,,,,CREDIT/NO CREDIT ONLY
GRDSCH 610,TEACHING MENTORSHIP,3892,A,3,,,,,,,CREDIT/NO CREDIT ONLY
GRDSCH 630,SP TPC UNIV TEACHNG,3893,A,2,T,330,520,DEN,206,"FEETHAM,E",CREDIT/NO CREDIT ONLY
GTTL 502,SMNR TRADE & TRANS,,,,,,,,,,
IPHD 600,INDEPNDNT STDY/RSCH,4260,A,1-10,,,,,,,GRADS ONLY
IPHD 800,DOCTORAL DISSERTATN,4261,A,1-10,,,,,,,GRADS ONLY
MCB 516,MOL CEL BIO LIT REV,4805,A,2,,,,,,,"CREDIT/NO CREDIT ONLY 
 MCB MAJORS ONLY 
 CALL 685-3155 FOR ENTRY CODE"
MCB 520,TUTORIAL MCB,4807,A,1-2,,,,,,,
MCB 560,BIOTECH EXTERN,4808,A,2-12,,,,,,,"CREDIT/NO CREDIT ONLY 
 CALL 685-3155 FOR ENTRY CODE"
MCB 562,CELL SIGNAL&ONCOGEN,4809,A,3,,,,,,,"TTh 130-250 * * HOCKENBERY,D
%R TAPSCOTT,S
 COOPER,J
 MEETS FHCRC C3015 
 CALL 685-3155 OR 667-6473 FOR EC"
ART H 306,INDIAN ART SO ASIA,1443,A,5,MWF,100,220,ART,003,"LYONS,T",
MCB 580,TEACHING PRACTICUM,4810,A,3,,,,,,,CREDIT/NO CREDIT ONLY
MCB 599,INT RES MOL CEL BIO,4811,A,1-9,,,,,,,CREDIT/NO CREDIT ONLY
MCB 600,INDEPNDNT STDY/RSCH,4812,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. CALL 685-3155"
MCB 700,MASTERS THESIS,4813,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR ID CALL 685-3155"
MCB 800,DOCTORAL DISSERTATN,4814,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. CALL 685-3155"
MUSEUM 483,MUS OPS PRACTICUM,5243,A,3,,,,,,,
MUSEUM 490,MUS CURAT PRACTICUM,,,,,,,,,,
MUSEUM 491,MUS PRACT: GEN COLL,5246,A,5,,,,,,,"WF 830-1050 * * SOURAKLI,J
 MUSEUM CURATION PRACTIUM: 
 ART AND HISTORICAL MUSEUMS"
MUSEUM 498,MUSEUM INTERNSHIP,5247,A,3-15,,,,,,,
MUSEUM 592,SMNR MUS SPEC DOC,5248,A,3,T,930,1220,BMM,112,"NASON,J",OFFERED JOINTLY WITH ANTH 592 A
ART H 309,TOPICS IN ART HIST,,,,,,,,,,
MUSEUM 593,MUS EXHIB SEMINAR,5249,A,3,TTh,130,250,CHL,O21,"SLEMMONS,R",
MUSEUM 600,INDEPNDNT STDY/RSCH,5250,A,1-10,,,,,,,GRADS ONLY
MUSEUM 700,MASTER'S THESIS,5251,A,1-10,,,,,,,
MUSEUM 710,MASTER'S PROJECT,5252,A,1-10,,,,,,,CREDIT/NO CREDIT ONLY
N&MES 800,DOCTORAL DISSERTATN,5361,A,1-10,,,,,,,
NEUBEH 503,INTRO NEUROBIOLOGY,5422,A,4,,,,,,,
NEUBEH 510,SMNR NEURO & BEHAV,5423,A,.5,M,330,450,HSK,K069,"RUBEL,E",CREDIT/NO CREDIT ONLY
NEUBEH 526,NEUROBIOL LAB RSRCH,,,,,,,,,,
NEUBEH 527,CURRENT TOPICS,5426,A,1,M,330,500,HSK,K550,"RUBEL,E","CREDIT/NO CREDIT ONLY 
 CURRENT TOPICS IN NEUROBIOLOGY & 
 BEHAVIOR"
NEUBEH 600,INDEPNDNT STDY/RSCH,5427,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 NEUBEH MAJORS ONLY"
ART H 317,CHADO JAPAN ESTHTCS,1446,A,4,T,230,420,ART,003,"POPE,W","PLUS 2 HR LAB WED OR TH 2:45 - 5:00 
 TO BE DECIDED ON 1ST CLASS MEETING"
NEUBEH 700,MASTER'S THESIS,5428,A,1-10,,,,,,,
NEUBEH 800,DOCTORAL DISSERTATN,5429,A,1-10,,,,,,,NEUBEH MAJORS ONLY
NUTR 522,VIT & MINERAL NUTR,5511,A,4,MW,330,520,HST,T474A,"MONSEN,E",EC RAI 305
NUTR 527,CHLDHD THRU ADLSNC,5512,A,3,F,900,1200,HSI,I132,"TRAHMS,C",
NUTR 532,FLDWK PUB HLTH NUTR,5513,A,2-12,,,,,,,"CREDIT/NO CREDIT ONLY 
 EC RAI 305"
NUTR 535,LAB METHODS NUTR,8599,A,3,,,,,,,
NUTR 536,NUTR ED PRIN&PRAC,5514,A,3,MW,1030,1150,HST,T478,"JOHNSON,D",
NUTR 537,LABORATORY ROTATION,5515,A,1-4,,,,,,,"CREDIT/NO CREDIT ONLY 
 EC RAI 305; MUST SPEAK WITH INSTR"
NUTR 561,CLIN NUTR FIELDWORK,5516,C,3,,,,,,,"CREDIT/NO CREDIT ONLY 
 EC RAI 305"
NUTR 563,ADV CLINICAL NUTRII,5517,A,4,TTh,230,320,HSD,E212,"BRUEMMER,B",
ART H 337,AFRICAN ART & SOC,8244,B,5,MWF,930,1050,ART,003,"BRAVMANN,R",
NUTR 600,INDEPNDNT STDY/RSCH,5518,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. RAI 305"
NUTR 700,MASTERS THESIS,5519,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. RAI 305"
NUTR 800,DOCTORAL DISSERTATN,5520,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. RAI 305"
QERM 514,ANLYS ECOL DATA I,6557,A,4,TTh,1030,1150,JHN,119,"CONQUEST,L",
QERM 597,SEM QUAN ECOLOGY,6558,A,2,W,100,220,BAG,425,"FORD,E",CREDIT/NO CREDIT ONLY
QERM 598,SPEC TOP RES MANGMT,6559,A,2,,,,,,,CREDIT/NO CREDIT ONLY
QERM 599,RES QUAN RESRCH MGT,6560,A,VAR,,,,,,,CREDIT/NO CREDIT ONLY
QERM 600,INDPENDNT STDY/RSCH,6561,A,1-10,,,,,,,"FACULTY CODES IN QERM OFFICE 
 BAG 415"
QERM 700,MASTER'S THESIS,6562,A,1-10,,,,,,,"FACULTY CODES IN QERM OFFICE 
 BAG 415"
QERM 800,DOCTORAL DISSERTATN,6563,A,1-10,,,,,,,FACULTY CODES IN QERM OFFICE
ART H 342,ROMAN ART & ARCHLGY,8245,B,3,MW,1130,1250,ART,003,"HALLETT,C",OFFERED JOINTLY WITH CL AR 342 B
QUAT 417,GLACIAL AGES,6578,A,3,TTh,1030,1150,JHN,053,"PORTER,S",OFFERED JOINTLY WITH GEOL 417 A
QUAT 501,QUATERNARY ENVIRONS,6579,A,1,,,,,,,CREDIT/NO CREDIT ONLY
QUAT 502,QUATERNARY INVESTIG,6580,A,2,,,,,,,
QUAT 504,SPECIAL TOPICS,,,,,,,,,,
AMMAP 586,TEAM BUS PROC DES,1208,UA,1-9,,,,,,,
BIOEN 299,INTRO TO BIOENGR,1689,A,1,T,1230,120,MEB,238,"VERDUGO,P",CREDIT/NO CREDIT ONLY
BIOEN 436,MEDICAL INSTRUMENTN,,,,,,,,,,
BIOEN 499,SPECIAL PROJECTS,1693,A,2-6,,,,,,,INSTRUCTOR I.D. HHL 309
BIOEN 511,BIOMATERIAL SEMINAR,1694,A,1,Th,330,420,BNS,117,"HORBETT,T","OFFERED JOINTLY WITH CHEM E 511 A 
 CREDIT/NO CREDIT ONLY"
BIOEN 550,BIOL MASS TRANSPORT,1695,A,3,MWF,1230,120,HST,T474,BASSINGTHWAI,
ART H 343,HELLNSTIC ART ARCHY,1449,YA,3,T,700,940P,ART,003,"SCOTTON,P","OFFERED JOINTLY WITH CL AR 343 YA 
 EVE DEG STUDENTS ONLY (PD.1) 
 NO FRESHMEN (PD.2&3)"
BIOEN 564,LIGHT MICROSCOPY,1696,AA,4,,,,,,,
BIOEN 571,POLYMERIC MATERIALS,1697,A,3,WF,130,250,BNS,117,"HOFFMAN,A",OFFERED JOINTLY WITH MSE 571 A
BIOEN 573,BIOSENSORS,1698,A,3,MW,300,420,LOW,216,"YAGER,P",
BIOEN 575,MOL MODELING METH,,,,,,,,,,
BIOEN 599,SPEC TOPICS BIOENG,,,,,,,,,,
BIOEN 600,INDEPNDNT STDY/RSCH,1714,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. HHL 309"
BIOEN 700,MASTER'S THESIS,1715,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. HHL 309"
BIOEN 800,DOCTORAL DISSERTATN,1716,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. HHL 309"
Q SCI 291,ANLYS FOR BIOLOGISTS,6548,A,5,MTWThF,930,1020,SMI,304,"AMUNDSON,C","CALL 543-1191 FOR HELP W/ 
 REGISTRATION PROBLEMS"
Q SCI 292,ANLYS FOR BIOLOGISTS,6549,A,5,MTWThF,130,220,JHN,101,"GALLUCCI,V","CALL 543-1191 FOR HELP W/ 
 REGISTRATION PROBLEMS"
ART H 372,ROCOCO-ROMANTICISM,1450,A,5,MWF,1100,1220,ART,317,"OPPERMAN,H",
Q SCI 293,ANLYS FOR BIOL 3,6550,A,5,MTWThF,1030,1120,JHN,223,"JOHNSON,J",
Q SCI 381,INTRO PROBABIL&STAT,,,,,,,,,,
Q SCI 458,FISH STOCK ASSMNT,6553,AA,4,,,,,,,OFFERED JOINTLY WITH FISH 458 AA
Q SCI 477,QUANT WILDLF ASSMT,6554,AA,5,,,,,,,
Q SCI 483,STAT INFR APPL RSCH,6555,AA,5,,,,,,,
Q SCI 499,UNDERGRAD RESEARCH,6556,A,1-5,,,,,,,CALL 543-1191 FOR INSTR CODES
UCONJ 444,COLLAB TEAMS,8556,A,1,,,,,,,CREDIT/NO CREDIT ONLY
UCONJ 490,SOC SENSTVTY H CARE,7417,U,3,T,530,720P,HST,T531,PRICE SPRATL,"CREDIT/NO CREDIT ONLY 
 EC HST T310"
UCONJ 503,INTERNATIONL HEALTH,7418,U,1,Th,530,650P,HST,T439,"HUNT,D","CREDIT/NO CREDIT ONLY 
 SCHOOL OF MEDICINE RESPONSIBLE"
UCONJ 510,INTEGRATING ARTS,,,,,,,,,,
ARCH 499,UNDERGRAD RESEARCH,,,,,,,,,,
ART H 400,ART H AND CRITICISM,,,,,,,,,,
UCONJ 520,MOL BIOPHYS RES SEM,7419,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 BIOCHEM RESPONSIBLE"
UCONJ 584,PLANT TUMORS,7420,A,1,F,400,520,HST,T474,"GORDON,M","CREDIT/NO CREDIT ONLY 
 BIOCHMISTRY RESPONSIBLE"
LAW 600,INDEPNDNT STDY/RSCH,,,,,,,,,,
LAW 800,DOCTORAL DISSERTATN,4369,A,1-10,,,,,,,"LAW,LAW V,LAW C,IS LAW MAJORS ONLY"
LAW T 502,FED TX CONTR & PROC,,,,,,,,,,
LAW T 513,ESTATE PLANNING,,,,,,,,,,
LAW T 516,INTL TAXATION II,,,,,,,,,,
LAW T 523,INTL EST PLANNING,,,,,,,,,,
LAW T 530,ADV CORP TAX PROB,4462,A,3,TTh,730,845P,CDH,*,"MARTIN,P","COURSE FEE $1,137.00 REQUIRED."
LAW T 532,ESTATE & TRUSTS TAX,,,,,,,,,,
ART H 452,ART/RELIG/POL:4-8C,8247,A,3,TTh,1000,1120,ART,317,"KARTSONIS,A",OFFERED JOINTLY WITH RELIG 442 A
LAW T 536,TRANS-PACIFIC TAX,4465,A,2,W,400,550,CDH,*,BASKERVILLE,"LAW T MAJORS ONLY 
 COURSE FEE $758 REQUIRED."
LAW T 538,EST PLAN BUS INT,,,,,,,,,,
LAW T 540,FEDERAL TAX RESRCH,,,,,,,,,,
LAW T 543,ADV PARTNRSHP TAX,,,,,,,,,,
LAW A 503,PROPERTY I,,,,,,,,,,
LAW A 505,CRIMINAL LAW,,,,,,,,,,
LAW A 506,BASIC LEGAL SKILLS,,,,,,,,,,
LAW A 507,CON LAW I,,,,,,,,,,
LAW A 508,PAYMENT SYSTEMS,4384,A,3,MWTh,1030,1120,CDH,*,"RAMASASTRY,A","LAW,LAW V,LAW C,LAW T MAJORS ONLY"
LAW A 510,SALES,4385,A,2,TTh,810,925,CDH,101,"RAMASASTRY,A","LAW,LAW C,LAW V MAJORS ONLY"
ART H 498,UNDERGRAD PRACTICUM,1456,A,2-5,,,,,,,CREDIT/NO CREDIT ONLY
LAW A 511,TRANSMSSN OF WEALTH,4386,A,5,MTWThF,930,1020,CDH,*,"ANDREWS,T","LAW,LAW C,LAW V,IS LAW,LAW T 
 MAJORS ONLY"
LAW A 512,SECURED TRANS III,4387,A,3,MWF,830,920,CDH,*,"HUME,L","LAW,LAW C,LAW V,LAW T MAJORS ONLY"
LAW A 514,CORPORATIONS,4388,A,4,MTWTh,1030,1120,CDH,*,"CLARKE,D","LAW,LAW C,LAW V MAJORS ONLY"
LAW A 517,SECURITIES REGULATN,4389,A,4,TTh,330,445,CDH,*,"SMILEY,L",
LAW A 521,COMMUNITY PROPERTY,4390,A,3,MTTh,1130,1220,CDH,*,"BOXX,K","LAW,LAW C,LAW V MAJORS ONLY"
LAW A 527,ENV LAW-POLL CONT,4391,A,4,MTWTh,930,1020,CDH,*,"RODGERS,W","LAW,LAW V,LAW C MAJORS ONLY"
LAW A 529,PUB LAND LAW,4392,A,3,TTh,810,925,CDH,*,"HICKS,G","LAW,LAW C,LAW V MAJORS ONLY"
LAW A 537,TAX C & S CORPS,4393,A,4,MWTh,810,920,CDH,*,"DONALDSON,S","LAW,LAW C,LAW V MAJORS ONLY"
LAW A 538,ESTATE PLANN WKSHP,4394,A,3/4,MW,330,520,CDH,*,"BOXX,K","LAW,LAW C,LAW V MAJORS ONLY"
LAW A 543,BUSINESS REORG,4395,A,5,MTWThF,1130,1220,CDH,*,"SMITH,F","LAW,LAW V,LAW C,IS LAW,LAW T 
 MAJORS ONLY"
ART H 499,INDIVIDUAL PROJECTS,1457,A,2-5,,,,,,,MEETS WRITING COURSE REQUIREMENT
