note,course,title,credits,level,restrictions,section_note,section,days,start,end,bldg,rm,instructor,comments,text
,778-953,SEMINAR IN AMERICAN FOREIGN POLICY,3,G,; ; PREREQ: GRAD ST,,Se 001,T,1:30pm,2:45pm,BOL,B76,Garnham,,
,778-958,SEMINAR IN PUBLIC ADMINISTRATION:,3,G,; ; RETAKABLE W/CHG IN TOPIC TO 9 CR MAX. PREREQ: GRAD ST,e,Se 001,R,4:30pm,7:10pm,BOL,B80,Acad Staff,TOPIC: INFORMATION TECHNOLOGY IN THE PUBLIC SECTOR,
,782-103,FIRST-SEMESTER PORTUGUESE,4,U,; ; PREREQ: NONE ; ; ENROL IN SE 001 & LA 801,,,,,,,,,,
,782-297,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,782-360,BRAZILIAN CULTURE:,3,U,; (HU) RETAKABLE W/CHG IN TOPIC TO 6 CR MAX. PREREQ: JR ST OR CONS INSTR,e,Se 001,T,4:30pm,7:10pm,CRT,739,Berg,TOPIC: BRAZILIAN CULTURE THROUGH FILM,
,782-497,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,820-101,INTRODUCTION TO PSYCHOLOGY,3,U,; (SS) PREREQ: NONE ; ; ENROL IN SE 107 ONLY; OR ENROL IN LC 401 & ANY DS 601-612; OR ENROL IN LC 402 & ANY DS 613-624; OR ENROL IN LC 403 & ANY DS 625-636; OR ENROL IN LC 404 & ANY DS 637-648; OR ENROL IN EITHER LC 405 OR 406 ONLY,,,,,,,,,,
,820-193,FRESHMAN SEMINAR:,3,U,; (SS) OPEN ONLY TO FRESHMEN. RETAKABLE W/CHG IN TOPIC TO 6 CR MAX. SATISFIES L&S SEMINAR REQUIREMENT. PREREQ: NONE,,,,,,,,,,
,820-201,INTRODUCTION TO CONFLICT RESOLUTION AND PEACE,3,U,; (SS) PREREQ: NONE,e,Se 101,R,5:30pm,8:10pm,OFC,WARM,Foley,"MILW WAR MEMORIAL CTR, 750 N. LINCOLN MEMORIAL DR, RM TBA",
,820-205,PERSONALITY,3,U,; (SS) PREREQ: PSYCH 101(P) ; ; ENROL IN LC 401 & ANY DS 601-612; OR ENROL IN LC 402 AND ANY DS 613-618; OR ENROL IN LC 403 ONLY,,,,,,,,,,
,156-723,MUSEUM CURATION,3,G,; ; PREREQ: GRAD ST; CONS INSTR; GRADE B OR BETTER IN ANTHRO 721(P),,Se 101,R,1:30pm,4:10pm,OFC,MUSM,Ulrich,"MILWAUKEE PUBLIC MUSEUM, 800 W WELLS ST",
,820-210,PSYCHOLOGICAL STATISTICS,4,U,; ; PREREQ: PSYCH 101(P) ; ; ENROL IN LC 401 & ANY LA 801-809,,,,,,,,,,
,820-230,SOCIAL BEHAVIOR,3,U,; (SS) PREREQ: PSYCH 101(P) ; ; ENROL IN LC 401 AND ANY DS 601-606,,,,,,,,,,
,820-254,PHYSIOLOGICAL PSYCHOLOGY,3,U,; (SS) PREREQ: PSYCH 101(P) ; ; ENROL IN LC 401 & ANY DS 601-609,,,,,,,,,,
,820-260,CHILD PSYCHOLOGY,3,U,; (SS) PREREQ: PSYCH 101(P) ; ; ENROL IN LC 401 & ANY DS 601-606,,,,,,,,,,
,820-297,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,820-299,AD HOC:,6-Jan,U,; ; RETAKABLE W/CHG IN TOPIC,,,,,,,,,,
,820-320,PSYCHOLOGY OF WOMEN,3,U,; (SS) PREREQ: JR ST; PSYCH 101(P) ; ; ENROL IN SE 101 ONLY; OR ENROL IN LC 401 & ANY DS 601-606. WOMEN'S STUDIES COURSE,,,,,,,,,,
,820-325,RESEARCH METHODS IN PSYCHOLOGY,4,U,; ; PREREQ: 2.67 GPA IN PSYCH 101(P) & 210(P) ; ; ENROL IN LC 401 & ANY LA 801-807,,,,,,,,,,
#,820-380,HONORS SEMINAR:,3H,U,; (SS) RETAKABLE W/CHG IN TOPIC TO 9 CR MAX. SATISFIES L&S SEMINAR REQUIREMENT. PREREQ: SOPH ST & CONS HONORS PROG DIRECTOR; PSYCH 101(P),,Se 001,TR,9:30am,10:45am,PER,184,Norbury,TOPIC: PSYCHODYNAMIC THEORY AND ITS APPLICATION  C/NC IS NOT ALLOWED,
,820-407,PERSONALITY THEORY,3,U,; ; PREREQ: PSYCH 205(P),,Se 001,TR,10:30am,11:45am,PHY,147,Callahan,,
,156-724,INTERNSHIP IN MUSEUM STUDIES,3,G,; ; PREREQ: GRAD ST IN MUSEUM STUDIES SPECIALTY; ANTHRO 720(P); CONS MUSEUM STUDIES INSTR,,Se 001,,To be Arranged,,,,Arnold,,
,820-412,PSYCHOPATHOLOGY,3,U,; ; PREREQ: PSYCH 205(P) ; ; ENROL IN LC 401 & ANY DS 601-606,,,,,,,,,,
,820-497,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,820-502,APPLIED BEHAVIOR ANALYSIS,4,U/G,"; ; PREREQ: JR ST, PSYCH 210(P) & 325(P) ; ; ENROL IN LC 401 & EITHER LA 801 OR 802.",,,,,,,,,,
,820-505,COGNITIVE PROCESSES,4,U/G,; ; PREREQ: JR ST; PSYCH 210(P) & 325(P) ; ; ENROL IN LC 401 & ANY LA 801-805,,,,,,,,,,
,820-510,ADVANCED PSYCHOLOGICAL STATISTICS,3,U/G,; ; PREREQ: JR ST; PSYCH 210(P) ; ; ENROL IN LC 401 & ANY DS 601-604,,,,,,,,,,
,820-550,HISTORY OF PSYCHOLOGY,3,U/G,; ; PREREQ: JR ST; 9 CR IN PSYCH,,Se 001,TR,11:05am,12:20pm,BOL,B84,Nerenberg,,
,820-555,HEALTH PSYCHOLOGY,3,U,; ; PREREQ: PSYCH 254(P) OR CONS INSTR,,Se 001,TR,1:30pm,2:45pm,BOL,B56,Reddy,,
,820-611,CURRENT TOPICS:,4-Jan,U/G,; ; RETAKABLE W/CHG IN TOPIC TO 9 CR MAX. PREREQ: JR ST,e,Se 101,M,6:00pm,8:40pm,OFC,UCCE,Marsh,"TOPIC: EATING DISORDERS  3 CR  U.C.C.E, 161 W. WISCONSIN AVE, RM 6000",
,820-654,ADVANCED PHYSIOLOGICAL PSYCHOLOGY,4,U/G,"; ; PREREQ: JR ST; PSYCH 210(P), 254(P), & 325(P) ; ; ENROL IN LC 401 & EITHER LA 801 OR LA 802",,,,,,,,,,
,820-660,EXPERIMENTAL CHILD PSYCHOLOGY,4,U/G,"; ; PREREQ: JR ST; PSYCH 210(P), 260(P), & 325(P) ; ; ENROL IN LC 401 & ANY LA 801-804",,,,,,,,,,
,156-801,A SURVEY OF PHYSICAL ANTHROPOLOGY,3,G,; ; PREREQ: GRAD ST,e,Se 001,W,5:30pm,8:10pm,BOL,768B,Turner,,
,820-677,EXPERIMENTAL SOCIAL PSYCHOLOGY,4,U/G,"; ; PREREQ: JR ST; PSYCH 210(P), 230(P), 325(P) ; ; ENROL IN LC 401 & EITHER LA 801 OR 802",,,,,,,,,,
,820-706,PSYCHOLOGY OF LANGUAGE,3,G,"; ; PREREQ: GRAD ST; SOME BACKGROUND IN LINGUIS OR COGNITIVE PSYCH RECOM, E.G. PSYCH 705(R)",,Se 001,T,1:30pm,4:10pm,GAR,204,Lima,,
,820-711,CURRENT TOPICS IN PSYCHOLOGY:,4-Jan,G,; ; RETAKABLE W/CHG IN TOPIC TO 9 CR MAX. PREREQ: GRAD ST,,,,,,,,,,
,820-712,INTRODUCTION TO CLINICAL PSYCHOLOGY,3,G,; ; PREREQ: GRAD ST IN PSYCH,,Se 001,M,2:30pm,5:10pm,GAR,204,Osmon,,
,820-724,PROSEMINAR IN BEHAVIOR ANALYSIS,3,G,; ; PREREQ: GRAD ST,e,Se 001,T,6:30pm,9:10pm,GAR,204,Dermer,,
,820-741,SYSTEMS OF PSYCHOTHERAPY,3,G,; ; PREREQ: GRAD ST,,Se 001,M,1:30pm,4:10pm,PER,183,Hynan,,
,820-750,THE HISTORY OF PSYCHOLOGY,3,G,; ; NOT OPEN TO STUDENTS WITH CR IN PSYCH 550. PREREQ: GRAD ST; CONS INSTR ; ; ENROL IN LC 401 & DS 601,,,,,,,,,,
,820-754,PROSEMINAR IN BIOLOGICAL PSYCHOLOGY,3,G,; ; PREREQ: GRAD ST; CONS INSTR,,Se 001,R,1:30pm,4:10pm,GAR,204,Swain,,
,820-760,EXPERIMENTAL CHILD PSYCHOLOGY,3,G,; ; NO CR FOR STUDENTS WITH CR IN PSYCH 660. PREREQ: GRAD ST; CONS INSTR ; ; ENROL IN LC 401 & DS 601,,,,,,,,,,
,820-799,ADVANCED INDEPENDENT STUDY,6-Jan,G,,,,,,,,,,,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: GRAD ST & SPONSORSHIP BY A FACULTY MEMBER ; ; TBA WITH INSTR. FOR SECTION NUMBER, USE INSTR CODE. SEE  AT HEAD OF DEPT LISTING. AVAILABLE SECTIONS ARE SE 004-019, 021 & 027"
,156-803,SURVEY OF CULTURAL ANTHROPOLOGY,3,G,; ; PREREQ: GRAD ST,e,Se 001,T,5:30pm,8:10pm,BOL,768B,Applbaum,,
,820-801,FIRST YEAR CLINICAL PSYCHOLOGY PRACTICUM (1ST SEMESTER),3,G,; ; GRAD ST IN CLINICAL TRAINING PROG; CONS INSTR,,Se 001,,To be Arranged,,,,Woods,,
,820-811,COMMUNITY PLACEMENT IN APPLIED PSYCHOLOGY,3,G,; ; RETAKABLE W/CHG OF PLACEMENT TO 9 CR MAX. PREREQ: GRAD ST; CONS INSTR & PLACEMENT SUPERVISOR,,Se 001,,To be Arranged,,,,Davies,,
,820-812,FIELD PLACEMENT IN PSYCHOLOGY,3,G,; ; RETAKABLE FOR CR. PREREQ: GRAD ST; CONS INSTR & PLACEMENT SUPERVISOR,,Se 001,,To be Arranged,,,,Reddy,,
,820-821,PRACTICUM IN OBJECTIVE CLINICAL ASSESSMENT,3,G,"; ; PREREQ: GRAD ST; PHYCH 712(P), 801(P), 912(P); CLINICAL TRAINING PROG. CONC REG PSYCH 831(C) BY CLINICAL PSYCH STUDENTS",,Se 001,M,1:30pm,,PER,184,Adesso,,
,820-831,OBJECTIVE CLINICAL ASSESSMENT,3,G,; ; PREREQ: GRAD ST,,Se 001,M,2:30pm,5:20pm,PER,184,Adesso,,
,820-842,PRACTICUM IN THERAPY,4,G,; ; PREREQ: GRAD ST; PSYCH 712(P),,Se 001,,To be Arranged,,,,Hynan,,
,820-844,PRACTICUM IN CLINICAL SUPERVISION,3,G,; ; RETAKABLE TO 12 CR MAX. PREREQ: GRAD ST; COMPLETION OF ALL REQUIRED CLINICAL PSYCH COURSES & PRACTICA,,Se 001,,To be Arranged,,,,Adesso,,
#+,820-854,BEHAVIORAL NEUROSCIENCE,3,G,; ; NOT OPEN TO STUDENTS WHO HAVE CR IN PSYCH 654. PREREQ: GRAD ST; CONS INSTR ; ; ENROL IN LC 401 & DS 601,,,,,,,,,,
,820-890,GRADUATE RESEARCH,6-Jan,G,,,Se 113,,To be Arranged,,,,Osmon,,"; ; RETAKABLE. PREREQ: GRAD ST & SPONSORSHIP BY A GRAD FACULTY MEMBER ; ; TBA WITH INSTR. FOR SECTION NUMBER, USE INSTR CODE. SEE  AT HEAD OF DEPT LISTING. AVAILABLESECTIONS ARE SE 004-019 & 027"
,820-915,SEMINAR IN OPERANT BEHAVIOR,3,G,; ; PREREQ: GRAD ST; CONS INSTR,,Se 001,MW,1:00pm,2:45pm,GAR,204,Baron Baron,,
#,216-370,PRODUCTION AND OPERATIONS MANAGEMENT,3,U,; ; PREREQ: JR ST; BUS ADM 210(P) ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-608; OR ENROL IN SE 003 OR SE 104-108,,,,,,,,,,
#,156-888,CANDIDATE FOR DEGREE,1@,G,,,Se 101,,To be Arranged,,,,Faculty,FOR STUDENTS LIVING OUT OF STATE,"; ; @FEE FOR 1 CR ASSESSED; STUDENT SCHEDULE WILL SHOW 1N CR; THIS WILL BE CHANGED TO 0 CR FOR GRADE REPORT & PERMANENT RECORD. PREREQ: GRAD ST ; ; TBA WITH INSTR. FOR SECTION NUMBER, USE INSTR CODE. SEE  AT HEAD OF DEPT LISTING"
,820-954,SEMINAR IN PHYSIOLOGICAL PSYCHOLOGY,3,G,; ; PREREQ: GRAD ST; CONS INSTR,,Se 001,T,1:30pm,4:10pm,PER,184,Helmstetter,,
,820-960,SEMINAR IN CHILD PSYCHOLOGY,3,G,; ; PREREQ: GRAD ST; CONS INSTR,,Se 001,R,1:30pm,4:10pm,PER,184,Ridley,,
,868-101,FIRST-SEMESTER RUSSIAN,4,U,; ; PREREQ: NONE ; ; ENROL IN SE 001 & LA 801 OR ENROL IN SE 002 & LA 802,,,,,,,,,,
,868-201,THIRD-SEMESTER RUSSIAN,3,U,; ; PREREQ: RUSSIAN 102(P) OR 111(P) ; ; ENROL IN SE 001 & LA 801. L&S CREDIT FOR EQUIVALENT PREPARATION,,,,,,,,,,
,868-297,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,868-305,THIRD-YEAR RUSSIAN,3,U,"; ; PREREQ: RUSSIAN 202(P), 211(P) OR 216(P) ; ; L&S CREDIT FOR EQUIVALENT PREPARATION",,Se 001,MWF,11:30am,,CRT,804,Phillips,,
,868-497,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,130-100,NEW STUDENT SEMINAR IN ALLIED HEALTH PROFESSIONS,1,U,; ; PREREQ: NONE,,Se 001,TR,3:30pm,,BUS,N146,"King, T",8 WKS BEGINNING WEEK OF 9/5,
,884-199,INDEPENDENT STUDY,4-Jan,U,"; ; PREREQ: SOPH ST, 2.5 GPA OR ABOVE & WRIT CONS INSTR, DEPT CHAIR, & ASST DEAN FOR SAS",,Se 011,,To be Arranged,,,,Ward,,
,896-088,NEW STUDENT ORIENTATION,0,U,"; ; JOINTLY OFFERED WITH, AND MAY BE USED TO REPEAT, CRM JST 088. PREREQ: NONE",,Se 001,F,10:30am,,END,189,Spann,8 WKS BEGINNING WEEK OF 9/5,
,156-990,RESEARCH AND THESIS,3-Jan,G,,,Se 101,,To be Arranged,,,,Faculty,FOR STUDENTS LIVING OUT OF STATE,"; ; PREREQ: GRAD ST; WRIT CONS INSTR; WRIT CONS DEPT CHAIR ; ; FOR SECTION NUMBER, USE INSTR CODE. SEE  AT HEAD OF DEPT LISTING. OUT-OF-STATE STUDENTS ONLY, USE THE 100-SERIES SECTION NUMBERS SHOWN BELOW"
,896-100,INTRODUCTION TO HUMAN SERVICES,3,U,; ; PREREQ: NONE,,Se 001,MWF,9:30am,,END,177,Scheurell,,
,896-206,"SOCIETY, POVERTY AND WELFARE PROGRAMS",3,U,; ; PREREQ: SOPH ST,e,Se 001,M,6:00pm,8:40pm,END,189,Scheurell,,
,896-310,SOCIAL WORK METHODS I,3,U,"; ; PREREQ: JR ST; PSW OR SW; SOC WK 100(P), 206(P), & 350(C)",,,,,,,,,,
,896-350,HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT,3,U,; ; PREREQ: JR ST; SOC WK 100 OR 206; BIO SCI 102 OR 103 OR 170; PSYCH 101 OR SOCIOL 101,e,Se 001,M,6:00pm,8:40pm,END,177,Berg,,
,896-410,SOCIAL WORK METHODS II,3,U,"; ; PREREQ: JR ST; DECLARED SOC WRK MAJOR; SOC WRK 100, 206, 310, 350; CONC REG SOC WRK 421, 662",,,,,,,,,,
#,896-421,FIELD EDUCATION I,3,U,"; ; PREREQ: JR ST; DECLARED SOC WRK MAJOR; SOC WRK 100, 206, 310, 350; CONC REG SOC WRK 410, 662",,Se 001,,To be Arranged,,,,Jumes,,
#,896-422,FIELD EDUCATION II,3,U,"; ; PREREQ: SR ST; DECLARED SOC WRK MAJOR; SOC WRK 100, 206, 310, 350; 410, 421, CONC REG SOC WRK 427",,Se 001,,To be Arranged,,,,Jumes,,
#,896-423,FIELD EDUCATION III,3,U,"; ; PREREQ: SR ST; DECLARED SOC WRK MAJOR; SOC WRK 100, 206, 310, 350, 410, 421, 422, 427, 662; APPROVAL FIELD OFFICE (FE)",,Se 001,,To be Arranged,,,,Jumes,,
,896-427,SOCIAL WORK METHODS III,3,U,"; ; PREREQ: SR ST; DECLARED SOC WRK MAJOR; SOC WRK 100, 206, 310, 350, 410, 421; CONC REG SOC WRK 422",e,Se 001,R,6:00pm,8:40pm,HLT,G88,Mcneely,,
,896-536,SOCIAL WORK AND MEDICAL ISSUES,2,U/G,; ; PREREQ: JR ST & ONE PRIOR SOC WRK COURSE ADVISABLE,,Se 001,T,8:30am,10:20am,END,1153,Acad Staff,,
,156-999,ADVANCED INDEPENDENT STUDY,3-Jan,G,,,Se 101,,To be Arranged,,,,Faculty,FOR STUDENTS LIVING OUT OF STATE,"; ; RETAKABLE TO 6 CR MAX. PREREQ: GRAD ST; WRIT CONS INSTR ; ; FOR SECTION NUMBER, USE INSTR CODE. SEE  AT HEAD OF DEPT LISTING. OUT-OF-STATE STUDENTS ONLY, USE THE 100-SERIES SECTION NUMBERS SHOWN BELOW"
,896-562,CHILD AND FAMILY SERVICES,2,U/G,; ; PREREQ: JR ST,,Se 001,T,1:30pm,3:20pm,MER,147,Rozie-Battle,,
,896-564,SOCIAL SERVICES FOR THE AGING,2,U/G,; ; PREREQ: JR ST,,Se 001,R,9:30am,11:20am,END,1153,Keigher,,
,896-580,AN OVERVIEW OF CHILD/YOUTH CARE,3,U/G,"; ; JOINTLY OFFERED WITH, & COUNTS AS REPEAT OF, EXCEDUC 580 & OCCTHPY 580. PREREQ: JR ST OR CONS INSTR",e,Se 101,T,6:00pm,8:40pm,OFC,HEFT,Krueger,"HEFTER CENTER, 3271 N. LAKE DRIVE, 2ND FLOOR CONFERENCE RM (1ST CLASS MEETING ONLY; THEN AT OTHER  OFF-CAMPUS SITES). JOINTLY OFFERED WITH EXCEDUC 580 & OCCTHPY 580",
,896-591,SPECIAL TOPICS: SOCIAL WELFARE AND SOCIAL WORK,3-Jan,U,; ; MAY BE RETAKEN WITH CHANGE OF TOPIC TO MAX OF 6 CR. PREREQ: JR ST OR CONS INSTR; ONE PRIOR COURSE IN SOC WRK ADVISABLE,,,,,,,,,,
,896-604,SOCIAL SYSTEMS AND SOCIAL WORK PRACTICE,3,U/G,; ; PREREQ: SR ST; DECLARATION OF SOC WRK MAJOR; SOC WRK 350(P); 250(P) OR GRAD ST,,,,,,,,,,
,896-640,WOMEN AND AGING,2,U/G,; ; PREREQ: JR ST,e,Se 101,T,5:30pm,7:40pm,OFC,UCCE,Acad Staff,"UNIV CTR FOR CONT ED, (UCCE) 161 W WISCONSIN AVE, RM 6000",
,896-662,METHODS OF SOCIAL WELFARE RESEARCH,3,U/G,"; ; PREREQ: JR ST; DECLARATION OF MAJOR, & CONC REG IN SOC WRK 410 & 421; OR GRAD ST",,,,,,,,,,
,896-665,CULTURAL DIVERSITY AND SOCIAL WORK,3,U/G,"; (SS&) PREREQ: JR ST; ONE PRIOR COURSE IN SOC WRK OR GRAD ST ; ; UNDERGRADS ONLY, ENROL IN SE 001 OR SE 002; GRADS ONLY, ENROL IN SE 003 OR SE 104",,,,,,,,,,
,896-705,INDIVIDUAL BEHAVIOR AND SOCIAL WELFARE,3,G,; ; PREREQ: GRAD ST,,,,,,,,,,
#,896-708,SOCIAL WORK METHODOLOGY I: INDIVIDUALS AND FAMILIES,3,G,; ; PREREQ: GRAD ST,,,,,,,,,,
,164-101,FIRST SEMESTER ARABIC,4,U,; ; NOT OPEN TO NATIVE SPEAKERS OF ARABIC. PREREQ: NONE ; ; ENROL IN SE 001 & LA 801,,,,,,,,,,
#,896-709,"SOCIAL WORK METHODOLOGY II: GROUPS, ORGANIZATIONS AND COMMUNITIES",2,G,; ; PREREQ: GRAD ST; SOC WRK 708(C),,,,,,,,,,
#+,896-711,DIRECT SOCIAL WORK PRACTICE I,3,G,"; ; PREREQ: GRAD ST; SOC WRK 710, OR BSW DEGREE, OR SOC WRK 708 & 709; CONC REG SOC WRK 722",,,,,,,,,,
+,896-713,"COMMUNITY ORGANIZATION, PLANNING AND HUMAN SERVICE ADMINISTRATION I",3,G,; ; PREREQ: GRAD ST; SOC WRK 708 & 709(710) OR BSW DEGREE,e,Se 001,T,6:00pm,8:40pm,BOL,B87,Padgett,,
#+,896-721,FIELD INSTRUCTION I,2,G,"; ; PREREQ: GRAD ST; SOC WRK 710 OR 708; 709(C), OR CONC REG IN 711",,Se 001,,To be Arranged,,,,Jumes,,
#+,896-722,FIELD INSTRUCTION II,2,G,; ; PREREQ: GRAD ST; SOC WRK 721 OR BSW DEGREE; SOC WRK 713(C) OR 711(C),,Se 001,,To be Arranged,,,,Jumes,,
,896-750,SOCIAL WELFARE POLICY DEVELOPMENT AND IMPLEMENTATION,2,G,; ; PREREQ: GRAD ST,,,,,,,,,,
,896-753,PSYCHOPATHOLOGY FOR SOCIAL WORKERS,3,G,; ; PREREQ: GRAD ST; SOC WRK 705,,,,,,,,,,
,896-765,PROFESSIONAL ISSUES IN PRACTICE: ETHICAL AND LEGAL DILEMMAS,3-Feb,G,; ; PREREQ: GRAD ST,,Se 001,T,3:30pm,5:20pm,END,110,Acad Staff,,
,896-771,DEVELOPMENT OF THE FAMILY OVER THE LIFE SPAN,3,G,; ; PREREQ: GRAD ST ; ; WOMEN'S STUDIES COURSE,,,,,,,,,,
,896-791,CURRENT TOPICS IN SOCIAL WORK:,3-Jan,G,; ; MAY BE REPEATED WITH CHANGE IN TOPIC TO MAX OF 6 CR. PREREQ: GRAD ST,,,,,,,,,,
,164-297,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,896-793,ADVANCED METHODS OF SOCIAL WELFARE RESEARCH,2,G,; ; PREREQ: GRAD ST; SOC WRK 662 OR EQUIV; SOC WRK 721(C) OR 722(C),,,,,,,,,,
,896-794,ADVANCED RESEARCH METHODS: EVALUATING SOCIAL WELFARE PROGRAMS,2,G,; ; PREREQ: GRAD ST,,,,,,,,,,
#+,896-811,DIRECT SOCIAL WORK PRACTICE II,3,G,; ; PREREQ: GRAD ST; SOC WRK 711; 722(C),,,,,,,,,,
+,896-820,SEMINAR IN SOCIAL WORK PRACTICE:,2,G,; ; MAY BE REPEATED WITH CHANGE IN TOPIC TO MAX OF 6 CR. PREREQ: GRAD ST; SOC WRK 811(C) OR 915(C),,,,,,,,,,
#+,896-821,FIELD INSTRUCTION III,3,G,"; ; PREREQ: GRAD ST; CONC REG SOC WRK 811, OR 915(C); 722; 711 OR 713",,Se 001,,To be Arranged,,,,Jumes,,
+,896-822,FIELD INSTRUCTION IV,3,G,; ; PREREQ: GRAD ST; SOC WRK 821,#,Se 001,,To be Arranged,,,,Jumes,,
,896-831,MODELS OF FAMILY THERAPY,2,G,; ; PREREQ: GRAD ST; SOC WRK 811 OR CONC REG,,Se 001,R,3:30pm,5:20pm,END,1153,Acad Staff,,
,896-851,SOCIAL ISSUE AND POLICY ANALYSIS:,3-Feb,G,; ; MAY BE REPEATED WITH CHANGE IN TOPIC TO MAX OF 9 CR. PREREQ: GRAD ST; SOC WRK 750 OR BSW DEGREE,,,,,,,,,,
#,896-888,CANDIDATE FOR DEGREE,1@,G,; ; @ FEE FOR 1 CR ASSESSED. STUDENT SCHEDULE WILL SHOW 1N CR; THIS WILL BE CHANGED TO 0 CR FOR GRADE REPORT & PERMANENT RECORD. PREREQ: GRAD ST,,Se 001,,To be Arranged,,,,Jones,,
#,896-921,FIELD INSTRUCTION V,3-Feb,G,; ; PREREQ: GRAD ST; SOC WRK 822,,Se 001,,To be Arranged,,,,Jumes,,
,164-497,STUDY ABROAD:,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,900-101,INTRODUCTION TO SOCIOLOGY,3,U,; (SS) PREREQ: NONE ; ; ENROL IN SE 001 OR 002 ONLY OR ENROL IN LC 403 & ANY DS 601-615,,,,,,,,,,
,900-102,SOCIAL PROBLEMS IN AMERICAN SOCIETY,3,U,"; (SS) PREREQ: NONE ; (202) ENROL IN SE 001 OR 002 ONLY, OR ENROL IN LC 403 & ANY DS 601-605",,,,,,,,,,
,900-103,WORLD SOCIETY,3,U,; (SS) SATISFIES L&S INTERNATIONAL REQUIREMENT. PREREQ: NONE,e,Se 001,M,6:30pm,9:10pm,BOL,B92,Dreyer,,
,900-104,INTRODUCTION TO SOCIAL PSYCHOLOGY,3,U,; (SS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-605,,,,,,,,,,
,900-193,FRESHMAN SEMINAR:,3,U,; (SS) OPEN ONLY TO FRESHMEN. RETAKABLE W/CHG IN TOPIC TO 6 CR MAX. SATISFIES L&S SEMINAR REQUIREMENT. PREREQ: NONE,,,,,,,,,,
,900-224,AMERICAN MINORITY GROUPS,3,U,; (SS&) PREREQ: SOPH ST & ANY SOCIOL 100-LEVEL COURSE,,,,,,,,,,
,900-233,SOCIAL INEQUALITY IN THE UNITED STATES,3,U,; (SS) PREREQ: SOPH ST & ANY SOCIOL 100-LEVEL COURSE,,Se 001,MW,12:30pm,1:45pm,BOL,B92,Dreyer,,
,900-241,CRIMINOLOGY,3,U,; (SS) PREREQ: SOPH ST & ANY SOCIOL 100-LEVEL COURSE,,Se 001,MWF,8:30am,,BOL,B92,Mantyh,,
,900-246,JUVENILE DELINQUENCY,3,U,; (SS) PREREQ: SOPH ST & ANY SOCIOL 100-LEVEL COURSE,,Se 001,TR,8:05am,9:20am,BOL,B92,Czarnezki,,
