code,title,credits,comments,section_num,days,start_time,end_time,building,room,instructor
ENVI 406,INTRO TO ENVIRONMENTAL LAW,3.00,"Legal techniques used by societies to plan and regulate the use of
environmental resources.",001,TTH,01:00PM,02:20PM,ML,251,"Blackburn, James"
ENVI 411,AIR RESOURCE MANAGEMENT,3.00,"Introductory principles necessary for understanding air quality and the
sources and control of air pollution.",001,MWF,10:00AM,10:50AM,ML,251,"Fraser, Matthew"
ENVI 412,HYDROLOGY AND WATERSHED ANALYSIS,3.00,"Fundamentals of the hydrologic cycle, hydrograph techniques, flood
routing, and open channel flow; hydrologic design; local watershed
application and laboratory.
Also offered as Civi 464.",001,TTH,10:50AM,12:05PM,ML,251,"Bedient, Philip"
ENVI 490,SPECIAL STUDY AND RESEARCH,1.00,"Open to environmental science or engineering majors with permission of
chairman. Written thesis required.",,,,,,,
ENVI 512,HYDROLOGIC DESIGN LAB,1.00,"Use of hydrologic models for design and analysis of water resources
systems.",001,TH,02:30PM,04:30PM,ML,251,"Bedient, Philip"
ARCH 350,"URBAN IDENTITY, UTOPIA AND REFUSAL",3.00,"* DISTRIBUTION COURSE: GROUP I
This course is intended to function as a small research seminar.
Interested students will participate in exploring a related set of
concerns involving the development of historical urban utopii
conditioned by desires both to express socil resistance and to produce
new social identities.",,,,,,,
ENVI 521,REMEDIATION TECHNOLOGIES,3.00,"Current remediation technologies for soil, water and air. SVE/sparging,
surfactant/cosolvent technologies, reactive barriers, bioremediation,
phytoremediation, thermal technologies, soil washing, pump and treat,
air emission controls. Selection criteria, costs, operating strategies
and engineering design.
Prereq- Envi 401, 518.
Enrollment limited to 15.",,,,,,,
ENVI 536,BIOLOGICAL PROCESSES,3.00,"Theory and application of biochemical processes in environmental
engineering.
Prereq- Envi 403 or permission of instructor.",001,TTH,09:25AM,10:40AM,ML,251,"Hughes, Joseph"
ENVI 550,APPLIED WATER CHEMISTRY,3.00,"Theoretical basis for considering the chemistry of natural and waste
water systems. Interfacial processes and parameter estimation methods
in common use.",001,MWF,11:00AM,11:50AM,ML,251,"Tomson, Mason"
ENVI 590,M.E.E. AND M.E.S SPECIAL STUDY AND RESEARCH,3.00,"Independent investigation of a specific topic or problem in
environmental engineering under the direction of a selected faculty
member. Preparation of a formal report and oral presentation of results
are required.",,,,,,,
ENVI 602,SEMINAR,3.00,See Envi 601.,,,,,,,
ENVI 634,ADV TOPICS IN GROUND WATER TRANSPORT,1.00,"Ground water transport and modeling theory, water quality models,
analytical and numerical techniques, computer applications. Formal
lecture and student projects. An advanced topics course.",,,,,,,
ENVI 636,ADV TOPICS IN WATER CHEMISTRY,1.00,See Envi 635.,,,,,,,
ENVI 641,ADV TOPICS IN ENVIRONMENTAL BIOLOGICAL P,3.00,"Discussion and interpretation of current literature and research
relevant to the environmental sciences in a seminar setting. Offered
irregularly.",,,,,,,
ENVI 652,M.S. RESEARCH AND THESIS,1.00,,,,,,,,
ENVI 800,PH.D. RESEARCH AND THESIS,1.00,,,,,,,,
ARCH 358,NEW THEORIES OF COMPOSITION,3.00,"Lectures on the following topics: ""Urbanism, Formalism, Episteme"" -
""Life: Dynamics & Cybernetics"" - ""Behavior: The Final Frontier"" - ""The
Modulating/Modulated Universe"" - ""Character and Ecological Adaptation"" -
""Global Image Context"" - "" Recording Technologies: Daguerre to genetic
reproduction"" - ""Cinematic Migration"".",001,,,,,,"Mau, Bruce"
FREN 101,ELEMENTARY FRENCH I,5.00,"* DISTRIBUTION GROUP I (second semester must be completed)
Introductory French. Concentration on all four language skills.
Supplemented by work in the language laboratory.
Enrollment is limited to 22 per section.",001,MWF,09:00AM,09:50AM,RH,107,"Bailar, Melissa"
FREN 102,ELEMENTARY FRENCH II,5.00,"* DISTRIBUTION COURSE: GROUP I
See Fren 101.
Prereq- Fren 101 or placement exam.",,,,,,,
FREN 114,BEGINNING FRENCH FOR ENGINEERI,4.00,"* DISTRIBUTION COURSE: GROUP I
Continuation of introd. French for students in engineering or the
sciences. Focus on communicative competence, cultural awareness, and
engineering/science-related content. Multimedia integration.
Prereq- French 113 or French 101 or consent of instructor.",,,,,,,
FREN 201,INTERMEDIATE FRENCH I,4.00,"* DISTRIBUTION COURSE: GROUP I
Intense oral and written grammar review; literary and cultural
readings serve as basis for class discussions and compositions.
Prereq- Fren 102 or placement exam.",001,MWF,01:00PM,01:50PM,SH,562,"Datta, Evelyne"
FREN 202,INTERMEDIATE FRENCH II,4.00,"* DISTRIBUTION COURSE: GROUP I
See Fren 201.
Prereq- Fren 201 or placement exam.",,,,,,,
FREN 213,INTERMEDIATE FRENCH FOR ENGR AND SCIENCE I,4.00,"* DISTRIBUTION COURSE: GROUP I
Intermediate French for student in engineering and the sciences.
Expansion of Engineering/science-related content. Focus on communicative
competence and cultural awareness. Multimedia integration. Preparation
for professional language use during work and /or study abroad.
Prereq- Fren 114, or Fren 112, or consent of instructor",001,MWF,02:00PM,02:50PM,RH,320,"Crull, Brigitte"
FREN 214,INTERMEDIATE FRENCH FOR ENGR AND SCIENCES,4.00,"* DISTRIBUTION COURSE: GROUP I
Intensive intermedite French for students of engineering or the
sciences. Expansion of engineering/science-related content. Focus on
communicative competence and cultural awareness. Multimedia integration.
Preparation for professional language use during work and/or study
abroad. 4 hours daily: 3 week session
Prereq- Fren 213 or Fren 201, or consent of the instructor.",,,,,,,
FREN 301,ADV FRENCH FOR WRITTEN AND ORAL COMMUNIC,3.00,"The objective of the course is to stimulate language production at the
advanced level through the examination of the lexical, syntactic, and
stylistic characteristics of contemporary French. The course thus
relates the contents of descriptive, narrative, and argumentative texts
to specific functional and grammatical objectives. The course also
features an individual or group research component through which
students will be able to practice French in an academic field of their
choice.
Prereq- FREN 202 or placement exam.",001,TTH,10:50AM,12:05PM,HB,22,"Crull, Brigitte"
FREN 305,FRENCH FOR THE PROFESSIONS,3.00,"An introduction to French for the professions, this course will deal
with the essential vocabulary and syntax specific to the language of
technology, ecology, law, and medicine. The area of focus will vary
from year to year.
Prereq- Fren 301 or 304.",001,MWF,11:00AM,11:50AM,HB,21,"Datta, Evelyne"
FREN 311,INTRO TO FRENCH LITERATURE I,3.00,"* DISTRIBUTION COURSE: GROUP I
Main currents in French literature from its beginning to the nineteenth
century. Lectures and discussions in French.
Prereq- Fren 202 or placement exam.",001,TTH,10:50AM,12:05PM,,,"Nelson, Deborah"
ARCH 360,CRISIS AND COMMUNICATIONS,3.00,"As the demands for design today shift toward social, economic and
technological concerns, the group/crisis model is re-emerging in both
corporate and popular and radical milieus. We will study the history of
these developments, form our own collective operation and produce a
publication that reflects this emerging new approach to design culture.
This is both a history and research course and a hands-on course in
communications design.
Prereq- permission of instructor.",001,,,,,,"Mau, Bruce"
FREN 312,INTRO TO FRENCH LITERATURE II,3.00,"* DISTRIBUTION COURSE: GROUP I
Main currents in French literature from the nineteenth century to the
present. Lectures and discussions in French.
Prereq- Fren 202 or placement exam.",001,TTH,01:00PM,02:20PM,RH,319,"Wood, Philip"
FREN 372,THE MAKING OF MODERN FRANCE 1815-1895,3.00,"* DISTRIBUTION COURSE: GROUP II
The emergence of modern France: the impact of war, industrialization,
imperialism, and cultural mastery. Taught in English.
Also offered as Hist 372.",001,TTH,01:00PM,02:20PM,HB,21,"Lorcin, Patricia"
FREN 387,IMAGES OF CONTEMPORARY FRANCE,3.00,"* DISTRIBUTION COURSE: GROUP I
The course will deal with the sociopolitical and intellectual history of
post-war France. Based upon texts by Wylie, Edmiston, and Dumenil, it
will also examine various analyses of French culture by Valery, E.Faure,
R. Aron, Furet, Barthes, Baudrillard, Lipovetsky, Lyotard. The course
will cover such topics as the advent of the Fifth Republic,
decolonization, May 68 and political dissent, modernization and the
postmodern condition, France and the construction of Europe.
Prereq- Fren 202 or placement exam.",001,TTH,09:25AM,10:40AM,FL,517,"Goux, Jean-Joseph"
FREN 403,SPECIAL TOPICS,3.00,"Prereq- FREN 301 or 304, and FREN 311 or 312.",,,,,,,
FREN 404,BEGINNINGS OF THE LANGUAGE AND LITERATURE,3.00,,,,,,,,
FREN 420,"MOTIF OF ""VOYAGE""IN WRITINGS FROM THE FR",3.00,"This course examines the written experience of travelling in the context
of 16th century France. It invites reflection on such topics as travel
motivations, ethnography, exoticism and colonization. It also explores
the process of writing travel accounts (e.g. representation of the
""Other"" or disclosure of oneself). The readings include: explorations
of Canada (Cartier), the fantastic voyage (Rabelais), and travels in the
Middle East (Chesneau), in Italy (Du Bellay Montaigne), and in Brazil
(Lery).
Prereq- FREN 310 OR 304 and 311 OR 312.",,,,,,,
FREN 487,TWENTIETH-CENTURY NOVEL IN FRENCH,3.00,"* DISTRIBUTION COURSE: GROUP I
This course will explore the construction of the modern self in a
variety of French and Francophone novels of the twentieth century. We
will focus on the relationship between the self and narrative form; the
role of memory; violence and representation; and the construction of
gender, sexuality, nationality and race in the modern novel. Readings
will include: Proust, Colette, Camus, Perec, Hebert, Duras
Ben Jelloun, and Djebar.
Prereq- FREN 301 and FREN 311 or FREN 312.",001,TTH,10:50AM,12:05PM,FL,414,"Huffer, Lynne"
FREN 500,THESIS RESEARCH (M.A.),3.00,,,,,,,,
FREN 503,SPECIAL TOPICS,3.00,,,,,,,,
FREN 504,BEGINNINGS OF THE LANGUAGE AND LITERATURE,3.00,"This course includes an external history of the French language, an
examination of hagiographic literature and the chanson de geste in their
cultural and artistic contexts, as well as a bibliographic component to
acquaint the students with library tools available for research
emphasizing medieval resources but not excluding those for later
periods. Students will acquire a reading knowledge of Old French.",,,,,,,
ARCH 362,"THE PHILOSOPHY OF MATTER, FORCE AND EVEN",3.00,"A lecture course on the philosophy of Gilles Deleuze will deal with the
metaphysical foundations of contemporary space and time. Readings will
include Deleuze's analyses of Spinoza, Leibniz, Nietzsche, and Bergson.
Strong emphasis will be placed on reading, writing, as well as on design
applications of principles from the work.
Prereq- permission of instructor.",,,,,,,
FREN 580,GILLES DELEUZE,3.00,"This course provides an advanced introduction to Deleuze's work, from
the earliest writings to the final period. Emphases: Deleuze's relation
to the philosophical tradition, his differences from and similarities to
other French ""poststructuralists,"" and the uses to which his work has
been put by others. Taught in English.",001,W,07:00PM,10:00PM,RH,239,"Wood, Philip"
FREN 584,POETICS AND POLITICS OF THE AVANT-GARDES,3.00,"Exploration of such artistic and literary movements as Cubism, Dada,
Surrealism, ""Refus Global,"" ""Lettrisme,"" ""Situationnisme,"" ""Oulipo,""
""Tel Quel"", and ""Les Perpendiculaires""...How does one define the
""avant-gardes""? What are their strategies in the cultural, aesthetic
and political fields? What do group, program, and manifesto represent
in the ""avant-garde"" movements? Which role do the notions of utopia,
innovation, rupture, and marginality play? Why do avant-garde movements
promote a correspondence between all the arts (literature, painting,
music, fashion, cinema, architecture, etc.)? What are the
socio-historical conjunctures that favor the emergence of avant-garde
movements or that can lead to their dissolution?",001,T,01:00PM,04:00PM,HB,22,"Goux, Jean-Joseph"
FREN 800,THESIS RESEARCH (PhD),3.00,,,,,,,,
GEOL 102,EVOLUTION OF THE EARTH,3.00,"* RESTRICTED DISTRIBUTION COURSE: GROUP III
History of the earth and evolution of continents, ocean basins, life and
climate over the past 4.6 billion years.
Prereq- Geol 101 is recommended but not required.",001,TTH,09:25AM,10:40AM,GL,105,"Rodriguez, Antonio"
GEOL 103,FIELD TRIPS FOR THE EARTH,2.00,"* DISTRIBUTION COURSE: GROUP III
Four evening lectures of one hour each prior to one long field trip.
Coreq- Geol 101.",,,,,,,
GEOL 105,INTRO LAB FOR GEOLOGICAL SCIENCES,1.00,"Exercises on rocks, minerals, stratigraphy, paleontology, mapping and
plate tectonics. Normally taken with Geol 101 or 102. This lab is
recommended before taking advanced courses in Geology.
Required of all geology or geophysics majors.",,,,,,,
GEOL 202,GEOSCIENCES IN HUMAN AFFAIRS,3.00,"* DISTRIBUTION COURSE: GROUP III
The historical development of geoscience. Application of geophysical
methods to learn about the Earth's interior and to explore for oil and
other minerals. (For coherent minors, non-majors, and majors.)
Prereq- Geol 101 is recommended but not required.",001,TTH,09:25AM,10:40AM,GL,206E,"Talwani, Manik"
GEOL 312,PETROLOGY,4.00,"Description and interpretation of igneous and metamorphic rocks.
Laboratory work emphasizes study of rock thin sections with petrographic
microscope and includes a one weekend field trip.",,,,,,,
GEOL 314,PETROLOGY (WITHOUT LAB),3.00,Same as Geol 312 without the laboratory.,,,,,,,
GEOL 332,SEDIMENTOLOGY,4.00,"Processes in sedimentation and sedimentary rocks including both clastic
and carbonate rocks. Laboratory exercises include two one-weekend field
trips.",,,,,,,
ARCH 368,TECHNOLOGY AND SOCIETY,3.00,"History and philosophy of technology in the 20th century with emphasis
on the postwar years. This course will focus on actually doing history
and philosophy of technology by develpoing ""programs"" (formal studies,
books, documentary films) on everyday objects or innovations (nylon
stockings, the running shoe, the I.Q. tests, etc.) that have had
invisible but profound effect on postwar society.",,,,,,,
GEOL 334,GEOL AND GEOPHYS TECHNIQUES,2.00,"Beginning field techniques taught in seven labs and extended field
excursion during mid-term recess.",001,M,12:00PM,01:00PM,GL,202,"Morgan, Julia"
GEOL 353,ENVIRONMENTAL CHEMISTRY,3.00,"Theories and problems of chemical hazards in the environment due to
natural processes, with emphasis on low-temperature aqueous systems.",001,MTH,02:00PM,03:30PM,GL,307,"Luttge, Andreas"
GEOL 406,SEM:CURRENT RES IN EARTH SCI.,1.00,"A series of lectures on current research in various areas of geology
and geophysics.",,,,,,,
GEOL 415,ECONOMIC GEOLOGY-PETROLEUM,3.00,"A study of the geology of petroleum: origin, migration, and
accumulation will be studied. Government regulation and industry
economics will be examined.",,,,,,,
GEOL 423,ANTARCTIC MARINE GEOLOGY,3.00,"The study of marine geologic principles and processes using examples
from the Southern Oceans.",001,MWF,11:00AM,11:50AM,GL,105,"Anderson, John"
